cell_line,patient_id,histotype_code,rna_passage,wes_passage,tmt_plex,gene,ensembl_gene_id,panel_group,arm,segment_gene_covered_fraction,gene_segment_log2,gene_segment_min_log2,gene_segment_max_log2,n_segments_overlapping_gene,target_bins,positive_target_bins,zero_depth_target_bins,target_overlap_bp,target_bin_median_log2,target_bin_min_log2,target_bin_max_log2,target_bin_iqr_log2,gene_target_length_weighted_mean_depth,arm_median_log2,segment_minus_arm_log2,target_median_minus_arm_log2,segment_minus_target_median_log2,relative_screen_eligible,supported_relative_gain_screen,supported_relative_loss_screen,segment_bin_disagreement_flag,target_only_extreme_flag,zero_depth_followup_flag,status,rna_tpm,protein_log2_normalised,protein_isodoping,rna_tpm_rank_desc,rna_tpm_n_models,protein_log2_normalised_rank_desc,protein_log2_normalised_n_models,wes_measured
OV3331,OV3331,HGS,p71,P54,4.0,BRCA2,ENSG00000139618,other_locus_screen,13q,1.0,0.4757431210588583,0.4757431210588583,0.4757431210588583,1.0,44.0,44.0,0.0,11007.0,0.8169036210588583,-0.21760087894114166,2.0506711210588584,0.7160592499999998,143.1848857454347,-1.0003388789411418,1.4760820000000001,1.8172425,-0.3411605,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",0.5114036844001001,13.44361810198751,True,19.0,31.0,11.0,31.0,True
OV3331,OV3331,HGS,p71,P54,4.0,PALB2,ENSG00000083093,other_locus_screen,16p,1.0,0.0525246810588583,0.0525246810588583,0.0525246810588583,1.0,18.0,18.0,0.0,3913.0,0.03585142105885832,-0.5957548789411417,0.8513931210588583,0.6236775,70.32943465371838,0.0525246810588583,0.0,-0.016673259999999974,0.016673259999999974,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",2.9465589999999997,NA,NA,21.0,31.0,NA,0.0,True
OV3331,OV3331,HGS,p71,P54,4.0,RAD51C,ENSG00000108384,other_locus_screen,17q,1.0,0.0410731210588583,0.0410731210588583,0.0410731210588583,1.0,10.0,10.0,0.0,2000.0,-0.4017993789411417,-2.8555488789411414,0.5571861210588583,0.7822487499999998,56.656496350000005,0.0410731210588583,0.0,-0.4428725,0.4428725,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",18.4795116,7.789189541601502,False,24.0,31.0,4.0,17.0,True
OV3331,OV3331,HGS,p71,P54,4.0,RAD51D,ENSG00000185379,other_locus_screen,17q,1.0,-1.121618878941142,-1.121618878941142,-1.121618878941142,1.0,11.0,11.0,0.0,1967.0,-1.3402988789411419,-1.7514788789411417,-0.041214878941141675,0.7274085,29.099645175394002,0.0410731210588583,-1.1626920000000003,-1.3813720000000003,0.21867999999999976,True,False,True,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",6.4023598999999995,NA,NA,27.0,31.0,NA,0.0,True
OV3331,OV3331,HGS,p71,P54,4.0,BRIP1,ENSG00000136492,other_locus_screen,17q,1.0,0.0410731210588583,0.0410731210588583,0.0410731210588583,1.0,22.0,22.0,0.0,4999.0,0.12702562105885834,-0.9638588789411416,0.7724131210588583,0.508120625,99.12587923584717,0.0410731210588583,0.0,0.08595250000000004,-0.08595250000000004,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",1.592426,NA,NA,18.0,31.0,NA,0.0,True
OV3331,OV3331,HGS,p71,P54,4.0,ATM,ENSG00000149311,other_locus_screen,11q,1.0,-0.0452328789411416,-0.0452328789411416,-0.0452328789411416,1.0,64.0,64.0,0.0,13307.0,-0.2566203789411417,-1.5997688789411417,1.0667311210588584,0.60040425,84.52744878635305,-0.0452328789411416,0.0,-0.21138750000000012,0.21138750000000012,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",3.67284724,11.30326690048885,False,19.0,31.0,6.0,31.0,True
OV3331,OV3331,HGS,p71,P54,4.0,CHEK2,ENSG00000183765,other_locus_screen,22q,1.0,-0.0917618789411416,-0.0917618789411416,-0.0917618789411416,1.0,15.0,15.0,0.0,2823.0,0.18697812105885833,-0.8724458789411417,1.3761711210588583,0.9397984,102.57209773290823,-0.9657888789411416,0.874027,1.1527669999999999,-0.27873999999999993,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",21.869234127099997,10.56941317617742,False,6.0,31.0,13.0,31.0,True
OV3331,OV3331,HGS,p71,P54,4.0,CDK12,ENSG00000167258,other_locus_screen,17q,1.0,0.0121824210588583,0.0121824210588583,0.0121824210588583,1.0,21.0,21.0,0.0,4784.0,0.1931991210588583,-1.2821488789411415,1.4791011210588585,0.736176,68.96238482441473,0.0410731210588583,-0.0288907,0.152126,-0.1810167,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",17.253529,12.92365241684767,False,15.0,31.0,4.0,31.0,True
OV3331,OV3331,HGS,p71,P54,4.0,ARID1A,ENSG00000117713,other_locus_screen,1p,1.0,-0.0316289789411416,-0.0316289789411416,-0.0316289789411416,1.0,27.0,27.0,0.0,6736.0,0.06685228105885832,-2.0682688789411414,1.0313661210588583,1.0779325,43.3157619804038,-0.0316289789411416,0.0,0.09848125999999992,-0.09848125999999992,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",30.059214800000003,14.63449235698782,True,7.0,31.0,4.0,31.0,True
OV3331,OV3331,HGS,p71,P54,4.0,SMARCA4,ENSG00000127616,other_locus_screen,19p,1.0,-0.1708758789411416,-0.1708758789411416,-0.1708758789411416,1.0,14.0,14.0,0.0,2723.0,0.2781666210588583,-0.6628348789411417,2.5797311210588583,0.91748125,38.37790249724569,-0.1708758789411416,0.0,0.4490424999999999,-0.4490424999999999,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",72.93382657966839,14.2559625297012,False,13.0,31.0,9.0,31.0,True
OV3331,OV3331,HGS,p71,P54,4.0,SMARCA2,ENSG00000080503,other_locus_screen,9p,1.0,0.5308271210588583,0.5308271210588583,0.5308271210588583,1.0,36.0,36.0,0.0,6833.0,0.4720361210588583,-0.9161958789411416,2.5017311210588584,0.88557455,108.23275779306307,0.5308271210588583,0.0,-0.05879100000000004,0.05879100000000004,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",12.050265799999998,11.89807983895035,False,16.0,31.0,13.0,31.0,True
OV3331,OV3331,HGS,p71,P54,4.0,MLH1,ENSG00000076242,other_locus_screen,3p,1.0,-0.0611168789411416,-0.0611168789411416,-0.0611168789411416,1.0,21.0,21.0,0.0,4598.0,0.00984562105885832,-0.8493118789411417,1.470501121058858,0.43511900000000003,78.75487553284036,-0.0611168789411416,0.0,0.07096249999999993,-0.07096249999999993,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",21.163555,12.74569709152939,False,18.0,31.0,11.0,31.0,True
OV3331,OV3331,HGS,p71,P54,4.0,MSH2,ENSG00000095002,other_locus_screen,2p,1.0,0.5961501210588583,0.5961501210588583,0.5961501210588583,1.0,13.0,13.0,0.0,3354.0,0.40532612105885835,0.0073558210588583195,1.3461011210588585,0.47993699999999995,136.37717668455576,0.5961501210588583,0.0,-0.190824,0.190824,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",10.7093922,14.62494725065319,False,19.0,31.0,9.0,31.0,True
OV3331,OV3331,HGS,p71,P54,4.0,MSH6,ENSG00000116062,other_locus_screen,2p,1.0,0.5961501210588582,0.5961501210588583,0.5961501210588583,1.0,23.0,23.0,0.0,5948.0,0.42751412105885833,-0.17518087894114168,1.2900611210588582,0.594532,102.60942009078681,0.5961501210588583,-1.1102230246251565e-16,-0.168636,0.1686359999999999,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",30.0082113,14.79703337270215,False,17.0,31.0,10.0,31.0,True
OV3331,OV3331,HGS,p71,P54,4.0,PMS2,ENSG00000122512,other_locus_screen,7p,1.0,0.0760357210588583,0.0760357210588583,0.0760357210588583,1.0,16.0,16.0,0.0,3277.0,0.5916556210588584,-0.2088668789411417,1.3480011210588585,0.667838975,264.4867528837351,-0.0452858789411416,0.12132159999999989,0.6369414999999999,-0.5156199000000001,True,False,False,True,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",11.378484,11.0010795920673,False,14.0,31.0,14.0,31.0,True
OV3331,OV3331,HGS,p71,P54,4.0,TP53,ENSG00000141510,other_locus_screen,17p,1.0,0.0159013210588583,0.0159013210588583,0.0159013210588583,1.0,9.0,9.0,0.0,1770.0,-0.2043898789411417,-1.4475688789411416,1.6906711210588585,1.8449179999999998,44.49267338983051,0.0159013210588583,0.0,-0.2202912,0.2202912,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",5.7783821,11.34385541956555,True,28.0,31.0,30.0,31.0,True
OV3331,OV3331,HGS,p71,P54,4.0,FBXW7,ENSG00000109670,other_locus_screen,4q,1.0,-0.0678348789411416,-0.0678348789411416,-0.0678348789411416,1.0,21.0,21.0,0.0,5380.0,0.2156791210588583,-0.9021538789411416,1.1009411210588582,0.873571,77.66950979553904,-0.0678348789411416,0.0,0.28351399999999993,-0.28351399999999993,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",3.7506642,NA,NA,18.0,31.0,NA,0.0,True
OV3331,OV3331,HGS,p71,P54,4.0,POLE,ENSG00000177084,other_locus_screen,12q,1.0,0.6042061210588583,0.6042061210588583,0.6042061210588583,1.0,31.0,31.0,0.0,6943.0,0.6528071210588583,-0.8588438789411417,1.6266311210588582,0.8936917,59.89944562869078,0.4736251210588583,0.130581,0.179182,-0.048601000000000005,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",28.5004827,10.29075128102136,False,13.0,31.0,25.0,31.0,True
OV3331,OV3331,HGS,p71,P54,4.0,POLD1,ENSG00000062822,other_locus_screen,19q,1.0,-1.259088878941142,-1.259088878941142,-1.259088878941142,1.0,2.0,2.0,0.0,289.0,0.009646121058858315,-1.0550288789411417,1.0743211210588584,1.064675,29.95846089965398,-0.0650218789411416,-1.1940670000000004,0.07466799999999991,-1.2687350000000004,False,False,False,True,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",25.6628173,13.69742031500856,False,27.0,31.0,29.0,31.0,True
OV3331,OV3331,HGS,p71,P54,4.0,CTNNB1,ENSG00000168036,other_locus_screen,3p,1.0,-0.0611168789411416,-0.0611168789411416,-0.0611168789411416,1.0,20.0,20.0,0.0,4914.0,-0.2961843789411417,-2.4064688789411415,1.6926211210588584,0.703509425,60.29648249084249,-0.0611168789411416,0.0,-0.2350675000000001,0.2350675000000001,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",183.10396617894995,15.13073764510261,False,8.0,31.0,1.0,31.0,True
OV3331,OV3331,HGS,p71,P54,4.0,ARID1B,ENSG00000049618,other_locus_screen,6q,1.0,-1.0397888789411418,-1.0397888789411418,-1.0397888789411418,1.0,25.0,25.0,0.0,5605.0,-0.9371958789411416,-3.0682888789411416,-0.12327587894114167,1.0577169999999998,24.23121780017841,-1.0397888789411418,0.0,0.10259300000000016,-0.10259300000000016,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",6.137747401581259,12.49054172584239,False,26.0,31.0,21.0,31.0,True
OV3331,OV3331,HGS,p71,P54,4.0,SMAD4,ENSG00000141646,other_locus_screen,18q,1.0,-0.0197599789411416,-0.0197599789411416,-0.0197599789411416,1.0,11.0,11.0,0.0,2357.0,-0.05393387894114168,-0.6157038789411416,2.2171411210588583,0.9740635000000001,81.98473521425541,-0.0197599789411416,0.0,-0.03417390000000008,0.03417390000000008,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",42.713255399999994,11.48364797772402,False,7.0,31.0,22.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,CCNE1,ENSG00000105173,oncogene_gain_screen,19q,1.0,0.6942548310017157,0.6942548310017157,0.6942548310017157,1.0,7.0,7.0,0.0,1494.0,0.49370783100171567,0.19852583100171572,0.9008878310017157,0.2203425,111.9638593038822,0.6041398310017156,0.09011500000000006,-0.11043199999999997,0.20054700000000003,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",22.297845,12.98844055129476,True,22.0,31.0,7.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,CCND1,ENSG00000110092,oncogene_gain_screen,11q,1.0,-0.0350613689982842,-0.0350613689982842,-0.0350613689982842,1.0,3.0,3.0,0.0,692.0,0.6982268310017157,-0.13477116899828429,0.7175368310017157,0.4261539999999999,50.64597514450867,-0.0350613689982842,0.0,0.7332881999999998,-0.7332881999999998,True,False,False,True,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",48.257662,9.481168093816652,False,27.0,31.0,31.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,CDK4,ENSG00000135446,oncogene_gain_screen,12q,1.0,0.0034203310017157,0.0034203310017157,0.0034203310017157,1.0,11.0,11.0,0.0,1963.0,-0.15116416899828428,-1.6396791689982841,0.6409078310017157,0.48643605,79.4554457972491,0.0034203310017157,0.0,-0.15458449999999999,0.15458449999999999,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",219.58612900000003,10.1859495055565,False,17.0,31.0,26.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,CDK6,ENSG00000105810,oncogene_gain_screen,7q,1.0,0.6282898310017156,0.6282898310017156,0.6282898310017156,1.0,16.0,16.0,0.0,2700.0,0.8938508310017157,0.13196783100171572,2.153750831001716,0.539558,104.3367685925926,0.5256318310017157,0.10265799999999992,0.36821899999999996,-0.26556100000000005,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",11.474942,10.7735055735005,False,5.0,31.0,11.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,MYC,ENSG00000136997,oncogene_gain_screen,8q,1.0,0.2668728310017157,0.2668728310017157,0.2668728310017157,1.0,7.0,7.0,0.0,1587.0,0.5306838310017157,0.0293539310017157,2.5987508310017158,0.991681,79.7051435105068,0.2668728310017157,0.0,0.26381099999999996,-0.26381099999999996,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",152.603059,NA,NA,3.0,31.0,NA,0.0,True
OV90,OV90,HGS,p70,P63,5.0,MYCN,ENSG00000134323,oncogene_gain_screen,2p,1.0,0.1383758310017157,0.1383758310017157,0.1383758310017157,1.0,4.0,4.0,0.0,973.0,0.3983743310017157,-0.2269481689982843,3.1773008310017157,0.9413134999999999,54.15475148809524,0.1403658310017157,-0.0019900000000000195,0.2580085,-0.2599985,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",0.4012454,NA,NA,16.0,31.0,NA,0.0,True
OV90,OV90,HGS,p70,P63,5.0,MDM2,ENSG00000135679,oncogene_gain_screen,12q,1.0,0.0034203310017157,0.0034203310017157,0.0034203310017157,1.0,11.0,11.0,0.0,2165.0,-0.0710709689982843,-0.4836091689982843,0.4222238310017157,0.3982716,62.09053755196305,0.0034203310017157,0.0,-0.0744913,0.0744913,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",28.3649555,NA,NA,12.0,31.0,NA,0.0,True
OV90,OV90,HGS,p70,P63,5.0,MDM4,ENSG00000198625,oncogene_gain_screen,1q,1.0,-0.2152921689982843,-0.2152921689982843,-0.2152921689982843,1.0,14.0,14.0,0.0,3145.0,-0.3909851689982843,-0.9823951689982843,0.7015158310017157,0.35873800000000006,69.54627465818761,-0.0515727689982842,-0.1637194000000001,-0.33941240000000006,0.175693,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",4.509713017874631,NA,NA,17.0,31.0,NA,0.0,True
OV90,OV90,HGS,p70,P63,5.0,ERBB2,ENSG00000141736,oncogene_gain_screen,17q,1.0,0.1024574310017157,0.1024574310017157,0.1024574310017157,1.0,12.0,12.0,0.0,2686.0,-0.35574366899828436,-1.4721491689982842,1.1376508310017157,0.96933275,57.68987483246463,0.0981211310017157,0.004336300000000001,-0.45386480000000007,0.45820110000000003,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",23.301119430000004,12.99980529408047,True,31.0,31.0,30.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,EGFR,ENSG00000146648,oncogene_gain_screen,7p,1.0,-0.1133831689982843,-0.1133831689982843,-0.1133831689982843,1.0,31.0,31.0,0.0,6337.0,0.1169928310017157,-3.439399168998284,1.0709708310017159,1.07297,60.46000547577718,-0.9321461689982844,0.8187630000000001,1.049139,-0.230376,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",1.6475492,14.50696909805787,True,29.0,31.0,24.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,MET,ENSG00000105976,oncogene_gain_screen,7q,0.8132039480453693,-0.0477618689982842,-0.0477618689982842,-0.0477618689982842,1.0,29.0,29.0,0.0,6647.0,-0.0390892689982843,-0.9658211689982843,1.4382708310017158,0.5528310000000001,68.49251874529864,0.5256318310017157,-0.5733936999999999,-0.5647211000000001,-0.008672599999999898,False,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",21.967487,13.84593687750101,True,18.0,31.0,29.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,FGFR1,ENSG00000077782,oncogene_gain_screen,8p,1.0,-0.9346771689982843,-0.9346771689982843,-0.9346771689982843,1.0,25.0,25.0,0.0,4562.0,-0.6651661689982843,-2.171959168998284,2.548860831001716,0.9618032999999998,35.790431740464705,-0.9346771689982843,0.0,0.26951100000000006,-0.26951100000000006,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",6.70563020500159,NA,False,24.0,31.0,NA,19.0,True
OV90,OV90,HGS,p70,P63,5.0,FGFR2,ENSG00000066468,oncogene_gain_screen,10q,1.0,-0.0189348689982842,-0.0189348689982842,-0.0189348689982842,1.0,32.0,32.0,0.0,6354.0,0.24420433100171568,-2.5623891689982843,3.3124008310017157,0.950461,75.015384088763,-0.0189348689982842,0.0,0.2631391999999999,-0.2631391999999999,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",7.64702480718096,NA,NA,21.0,31.0,NA,0.0,True
OV90,OV90,HGS,p70,P63,5.0,FGFR3,ENSG00000068078,oncogene_gain_screen,4p,1.0,-0.0527917689982842,-0.0527917689982842,-0.0527917689982842,1.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,-0.0527917689982842,0.0,NA,NA,False,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",18.268659709,NA,False,10.0,31.0,NA,6.0,True
OV90,OV90,HGS,p70,P63,5.0,KRAS,ENSG00000133703,oncogene_gain_screen,12p,1.0,-0.0293969689982842,-0.0293969689982842,-0.0293969689982842,1.0,10.0,10.0,0.0,1977.0,0.3097063310017157,-0.5118611689982843,0.9487718310017157,0.544353375,72.01817374810318,-0.0293969689982842,0.0,0.3391032999999999,-0.3391032999999999,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",21.653778,10.47269071885056,False,6.0,31.0,28.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,NRAS,ENSG00000213281,oncogene_gain_screen,1p,1.0,0.0731946310017157,0.0731946310017157,0.0731946310017157,1.0,8.0,8.0,0.0,1776.0,-0.1382830689982843,-0.8053641689982843,0.7948228310017157,0.56692615,77.61086013513513,0.0731946310017157,0.0,-0.2114777,0.2114777,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",48.2113,12.22553829487363,False,2.0,31.0,9.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,BRAF,ENSG00000157764,oncogene_gain_screen,7q,1.0,0.5256318310017157,0.5256318310017157,0.5256318310017157,1.0,22.0,22.0,0.0,4304.0,0.6651428310017157,-0.3607571689982843,1.118020831001716,0.5110955,96.6035938894052,0.5256318310017157,0.0,0.13951099999999994,-0.13951099999999994,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",7.818216100000001,7.628360350410203,False,9.0,31.0,14.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,AKT2,ENSG00000105221,oncogene_gain_screen,19q,1.0,0.6041398310017158,0.6041398310017156,0.6041398310017156,1.0,6.0,6.0,0.0,1155.0,1.149785831001716,0.6580438310017157,1.5621708310017157,0.5356490000000002,99.99222727272726,0.6041398310017156,1.1102230246251565e-16,0.5456460000000003,-0.5456460000000002,True,False,False,True,True,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",116.85519286934098,12.3980497256432,False,17.0,31.0,7.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,PIK3CA,ENSG00000121879,oncogene_gain_screen,3q,1.0,0.0759670310017157,0.0759670310017157,0.0759670310017157,1.0,21.0,21.0,0.0,5191.0,-0.0643753689982843,-0.7526991689982843,1.0127518310017158,0.6386959999999999,74.08303671321981,0.0759670310017157,0.0,-0.1403424,0.1403424,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",14.07012,11.67359251922041,True,3.0,31.0,2.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,PRKCI,ENSG00000163558,oncogene_gain_screen,3q,1.0,0.0759670310017157,0.0759670310017157,0.0759670310017157,1.0,16.0,16.0,0.0,3436.0,-0.0653120689982843,-0.4009091689982843,0.8908538310017157,0.444685,72.99479106519208,0.0759670310017157,0.0,-0.1412791,0.1412791,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",39.860238,13.36157790648722,False,4.0,31.0,3.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,MECOM,ENSG00000085276,oncogene_gain_screen,3q,1.0,0.0759670310017157,0.0759670310017157,0.0759670310017157,1.0,30.0,30.0,0.0,7323.0,0.1200621810017157,-0.6297171689982843,1.2451708310017158,0.52838895,85.50813095560368,0.0759670310017157,0.0,0.04409515,-0.04409515,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",23.509101,11.48273753643464,False,9.0,31.0,12.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,BCL2L1,ENSG00000171552,oncogene_gain_screen,20q,1.0,0.1428658310017157,0.1428658310017157,0.1428658310017157,1.0,5.0,5.0,0.0,1076.0,0.6434098310017157,-0.3392151689982843,1.9694808310017158,1.1767191000000001,73.23153550185874,0.1428658310017157,0.0,0.500544,-0.500544,True,False,False,True,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",207.52390900000003,11.7530272940245,False,10.0,31.0,13.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,ZNF217,ENSG00000171940,oncogene_gain_screen,20q,1.0,0.1428658310017157,0.1428658310017157,0.1428658310017157,1.0,14.0,14.0,0.0,3364.0,0.29181633100171567,-1.0411891689982842,1.3154008310017158,0.40111624999999995,65.93877095719382,0.1428658310017157,0.0,0.14895049999999996,-0.14895049999999996,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",30.18073,12.14044429321434,False,8.0,31.0,23.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,SOX2,ENSG00000181449,oncogene_gain_screen,3q,1.0,0.0759670310017157,0.0759670310017157,0.0759670310017157,1.0,2.0,2.0,0.0,521.0,1.0963888310017156,0.7988568310017157,1.3939208310017157,0.29753200000000013,100.8524585412668,0.0759670310017157,0.0,1.0204217999999998,-1.0204217999999998,False,False,False,True,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",50.8721,9.575482298198176,False,5.0,31.0,7.0,25.0,True
OV90,OV90,HGS,p70,P63,5.0,NF1,ENSG00000196712,other_locus_screen,17q,1.0,0.1024574310017157,0.1024574310017157,0.1024574310017157,1.0,87.0,87.0,0.0,18291.0,-0.0269634689982843,-1.3108091689982841,1.7538208310017158,0.687122,85.76009856760157,0.0981211310017157,0.004336300000000001,-0.1250846,0.1294209,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",16.814307300000003,12.35626313932735,True,13.0,31.0,15.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,RB1,ENSG00000139687,other_locus_screen,13q,1.0,0.1167558310017157,0.1167558310017157,0.1167558310017157,1.0,43.0,43.0,0.0,8663.0,0.18513683100171568,-0.8631911689982843,1.5048908310017157,0.631275,75.14593306014083,0.5819558310017157,-0.46519999999999995,-0.396819,-0.06838099999999998,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",16.5817452,13.84966208730853,True,8.0,31.0,5.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,PTEN,ENSG00000171862,other_locus_screen,10q,1.0,-0.018934868998284195,-0.0189348689982842,-0.0189348689982842,1.0,20.0,20.0,0.0,4026.0,0.1205380310017157,-0.6903031689982844,1.4719408310017157,0.7633985,66.51685819672132,-0.0189348689982842,3.469446951953614e-18,0.1394728999999999,-0.1394728999999999,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",15.055878,12.46963220382285,True,7.0,31.0,14.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,CDKN2A,ENSG00000147889,other_locus_screen,9p,1.0,-0.9765491689982844,-0.9765491689982844,-0.9765491689982844,1.0,4.0,4.0,0.0,855.0,-0.0888706689982843,-1.5851091689982841,0.7271938310017156,1.2226235,41.39998584795322,-0.9765491689982844,0.0,0.8876785,-0.8876785,True,False,False,True,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",210.85310499999997,10.96879498738909,False,11.0,31.0,9.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,CDKN2B,ENSG00000147883,other_locus_screen,9p,1.0,-0.9765491689982844,-0.9765491689982844,-0.9765491689982844,1.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,-0.9765491689982844,0.0,NA,NA,False,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",99.1965,8.406737147197813,False,1.0,31.0,2.0,7.0,True
OV90,OV90,HGS,p70,P63,5.0,BRCA1,ENSG00000012048,other_locus_screen,17q,1.0,0.1024574310017157,0.1024574310017157,0.1024574310017157,1.0,39.0,39.0,0.0,7827.0,0.0337796310017157,-2.170549168998284,2.693890831001716,0.5231155000000001,73.45558866743323,0.0981211310017157,0.004336300000000001,-0.0643415,0.0686778,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",7.979609900000001,13.15572061929892,True,15.0,31.0,25.0,31.0,True
OV90,OV90,HGS,p70,P63,5.0,BRCA2,ENSG00000139618,other_locus_screen,13q,1.0,0.11675583100171572,0.1167558310017157,0.1167558310017157,1.0,44.0,44.0,0.0,11007.0,0.2379588310017157,-0.4472411689982843,0.9479208310017156,0.48894050250000004,72.38966329608431,0.5819558310017157,-0.46519999999999995,-0.343997,-0.12120299999999998,True,False,False,False,False,False,"relative gene screen; absolute copy number, allele-specific loss and clinical classification unestablished",1.975426,13.51254224884616,True,12.0,31.0,5.0,31.0,True
