ensembl_gene_id,external_gene_name,gene_biotype,seq_region,primary_assembly
ENSG00000281940,IGHD4-11,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282102,IGHD5-12,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282042,IGHD6-13,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282818,IGHD2-15,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282487,IGHD6-19,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282132,IGHD2-8,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282674,IGHD5-24,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000270185,IGHD1OR15-1B,IG_D_gene,15,TRUE
ENSG00000270824,IGHD5OR15-5B,IG_D_gene,15,TRUE
ENSG00000271336,IGHD1OR15-1A,IG_D_gene,15,TRUE
ENSG00000282754,IGHD3-3,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282578,IGHD2-2,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282714,IGHD1-1,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282268,IGHD2OR15-2B,IG_D_gene,15,TRUE
ENSG00000282089,IGHD3OR15-3B,IG_D_gene,15,TRUE
ENSG00000282373,IGHD3-10,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282274,IGHD4-17,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282736,IGHD1-14,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000281984,IGHD2-21,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282724,IGHD6-25,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282495,IGHD1-7,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282640,IGHD4-23,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000270451,IGHD4OR15-4B,IG_D_gene,15,TRUE
ENSG00000282227,IGHD4-4,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282396,IGHD3-22,IG_D_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000270961,IGHD5OR15-5A,IG_D_gene,15,TRUE
ENSG00000271317,IGHD4OR15-4A,IG_D_gene,15,TRUE
ENSG00000282520,IGHD3OR15-3A,IG_D_gene,15,TRUE
ENSG00000282599,IGHD2OR15-2A,IG_D_gene,15,TRUE
ENSG00000211807,TRAV26-1,TR_V_gene,14,TRUE
ENSG00000211808,TRAV8-7,TR_V_gene,14,TRUE
ENSG00000211809,TRAV27,TR_V_gene,14,TRUE
ENSG00000211810,TRAV29DV5,TR_V_gene,14,TRUE
ENSG00000259092,TRAV30,TR_V_gene,14,TRUE
ENSG00000211812,TRAV26-2,TR_V_gene,14,TRUE
ENSG00000211813,TRAV34,TR_V_gene,14,TRUE
ENSG00000211815,TRAV36DV7,TR_V_gene,14,TRUE
ENSG00000211816,TRAV38-1,TR_V_gene,14,TRUE
ENSG00000211817,TRAV38-2DV8,TR_V_gene,14,TRUE
ENSG00000211818,TRAV39,TR_V_gene,14,TRUE
ENSG00000211819,TRAV40,TR_V_gene,14,TRUE
ENSG00000211820,TRAV41,TR_V_gene,14,TRUE
ENSG00000211821,TRDV2,TR_V_gene,14,TRUE
ENSG00000256590,TRDV3,TR_V_gene,14,TRUE
ENSG00000211793,TRAV9-2,TR_V_gene,14,TRUE
ENSG00000232869,TRBV29-1,TR_V_gene,7,TRUE
ENSG00000282499,TRBV25-1,TR_V_gene,7,TRUE
ENSG00000275743,TRBV14,TR_V_gene,7,TRUE
ENSG00000211701,TRGV1,TR_V_gene,7,TRUE
ENSG00000211805,TRAV24,TR_V_gene,14,TRUE
ENSG00000211797,TRAV17,TR_V_gene,14,TRUE
ENSG00000211798,TRAV18,TR_V_gene,14,TRUE
ENSG00000211786,TRAV8-2,TR_V_gene,14,TRUE
ENSG00000211777,TRAV3,TR_V_gene,14,TRUE
ENSG00000211749,TRBV23-1,TR_V_gene,7,TRUE
ENSG00000282730,TRBV24-1,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000211806,TRAV25,TR_V_gene,14,TRUE
ENSG00000211804,TRDV1,TR_V_gene,14,TRUE
ENSG00000274752,TRBV12-3,TR_V_gene,7,TRUE
ENSG00000276597,TRBV11-3,TR_V_gene,7,TRUE
ENSG00000276405,TRBV13,TR_V_gene,7,TRUE
ENSG00000275791,TRBV10-3,TR_V_gene,7,TRUE
ENSG00000278030,TRBV7-9,TR_V_gene,7,TRUE
ENSG00000211731,TRBV5-7,TR_V_gene,7,TRUE
ENSG00000253291,TRBV7-7,TR_V_gene,7,TRUE
ENSG00000253534,TRBV6-8,TR_V_gene,7,TRUE
ENSG00000211728,TRBV5-6,TR_V_gene,7,TRUE
ENSG00000211727,TRBV7-6,TR_V_gene,7,TRUE
ENSG00000253188,TRBV6-7,TR_V_gene,7,TRUE
ENSG00000211784,TRAV10,TR_V_gene,14,TRUE
ENSG00000211783,TRAV9-1,TR_V_gene,14,TRUE
ENSG00000211782,TRAV8-1,TR_V_gene,14,TRUE
ENSG00000211720,TRBV11-1,TR_V_gene,7,TRUE
ENSG00000211716,TRBV9,TR_V_gene,7,TRUE
ENSG00000211778,TRAV4,TR_V_gene,14,TRUE
ENSG00000211725,TRBV5-5,TR_V_gene,7,TRUE
ENSG00000211794,TRAV12-3,TR_V_gene,14,TRUE
ENSG00000211785,TRAV12-1,TR_V_gene,14,TRUE
ENSG00000211753,TRBV28,TR_V_gene,7,TRUE
ENSG00000211707,TRBV7-1,TR_V_gene,7,TRUE
ENSG00000211710,TRBV4-1,TR_V_gene,7,TRUE
ENSG00000211800,TRAV20,TR_V_gene,14,TRUE
ENSG00000211801,TRAV21,TR_V_gene,14,TRUE
ENSG00000211787,TRAV8-3,TR_V_gene,14,TRUE
ENSG00000211780,TRAV6,TR_V_gene,14,TRUE
ENSG00000211714,TRBV7-3,TR_V_gene,7,TRUE
ENSG00000211713,TRBV6-4,TR_V_gene,7,TRUE
ENSG00000282939,TRBV7-2,TR_V_gene,7,TRUE
ENSG00000211734,TRBV5-1,TR_V_gene,7,TRUE
ENSG00000211791,TRAV13-2,TR_V_gene,14,TRUE
ENSG00000211789,TRAV12-2,TR_V_gene,14,TRUE
ENSG00000211781,TRAV7,TR_V_gene,14,TRUE
ENSG00000211717,TRBV10-1,TR_V_gene,7,TRUE
ENSG00000211715,TRBV5-3,TR_V_gene,7,TRUE
ENSG00000211752,TRBV27,TR_V_gene,7,TRUE
ENSG00000211795,TRAV8-6,TR_V_gene,14,TRUE
ENSG00000211790,TRAV8-4,TR_V_gene,14,TRUE
ENSG00000282812,TRBV28,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282234,TRBV27,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000281963,TRBV25-1,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282208,TRBV12-3,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000211802,TRAV22,TR_V_gene,14,TRUE
ENSG00000211803,TRAV23DV6,TR_V_gene,14,TRUE
ENSG00000211799,TRAV19,TR_V_gene,14,TRUE
ENSG00000255569,TRAV1-1,TR_V_gene,14,TRUE
ENSG00000277880,TRBV17,TR_V_gene,7,TRUE
ENSG00000275158,TRBV12-5,TR_V_gene,7,TRUE
ENSG00000211706,TRBV6-1,TR_V_gene,7,TRUE
ENSG00000211796,TRAV16,TR_V_gene,14,TRUE
ENSG00000211776,TRAV2,TR_V_gene,14,TRUE
ENSG00000253409,TRBV7-4,TR_V_gene,7,TRUE
ENSG00000229769,TRBV10-2,TR_V_gene,7,TRUE
ENSG00000211788,TRAV13-1,TR_V_gene,14,TRUE
ENSG00000211724,TRBV6-6,TR_V_gene,7,TRUE
ENSG00000230099,TRBV5-4,TR_V_gene,7,TRUE
ENSG00000226660,TRBV2,TR_V_gene,7,TRUE
ENSG00000282240,TRBV6-4,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000211779,TRAV5,TR_V_gene,14,TRUE
ENSG00000211747,TRBV20-1,TR_V_gene,7,TRUE
ENSG00000283063,TRBV6-2,TR_V_gene,7,TRUE
ENSG00000237702,TRBV3-1,TR_V_gene,7,TRUE
ENSG00000211792,TRAV14DV4,TR_V_gene,14,TRUE
ENSG00000256553,TRAV1-2,TR_V_gene,14,TRUE
ENSG00000211745,TRBV4-2,TR_V_gene,7,TRUE
ENSG00000282297,TRBV30,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282064,TRBV20-1,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282340,TRBV10-3,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282470,TRBV6-7,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282098,TRBV5-6,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282203,TRBV7-3,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282225,TRBV7-1,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000233306,TRGV2,TR_V_gene,7,TRUE
ENSG00000211697,TRGV5,TR_V_gene,7,TRUE
ENSG00000211693,TRGV11,TR_V_gene,7,TRUE
ENSG00000211746,TRBV19,TR_V_gene,7,TRUE
ENSG00000211721,TRBV6-5,TR_V_gene,7,TRUE
ENSG00000211699,TRGV3,TR_V_gene,7,TRUE
ENSG00000282771,TRBV18,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000276819,TRBV15,TR_V_gene,7,TRUE
ENSG00000211695,TRGV9,TR_V_gene,7,TRUE
ENSG00000211750,TRBV24-1,TR_V_gene,7,TRUE
ENSG00000276557,TRBV18,TR_V_gene,7,TRUE
ENSG00000275243,TRBV16,TR_V_gene,7,TRUE
ENSG00000276953,TRBV12-4,TR_V_gene,7,TRUE
ENSG00000211698,TRGV4,TR_V_gene,7,TRUE
ENSG00000211694,TRGV10,TR_V_gene,7,TRUE
ENSG00000282628,TRBV29-1,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282449,TRBV23-1,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282466,TRBV5-4,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000211696,TRGV8,TR_V_gene,7,TRUE
ENSG00000282483,TRBV17,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282415,TRBV16,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282179,TRBV7-7,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282748,TRBV5-7,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282610,AC233282.2,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282040,AC233282.1,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282054,AC229888.1,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000281943,TRBV7-9,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282407,TRBV13,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282285,TRBV4-2,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282803,TRBV5-1,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282621,TRBV19,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282204,TRBV9,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282353,AC234635.1,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282543,AC234635.3,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282497,TRBV15,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282756,TRBV7-4,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282568,TRBV2,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282252,TRBV14,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282354,TRBV12-4,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282242,TRBV11-3,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282134,TRBV6-8,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000237254,TRBV30,TR_V_gene,7,TRUE
ENSG00000282711,TRBV11-1,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282618,TRBV10-1,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282506,TRBV7-2,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000281970,TRBV6-1,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282014,TRBV4-1,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282624,TRBV3-1,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282704,TRBV7-6,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282007,TRBV10-2,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282148,TRBV5-3,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282605,TRBV12-5,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282459,TRBV6-6,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000277110,TRBV6-5,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282719,TRBV6-2,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000282577,TRBV5-5,TR_V_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000205274,TRBV20OR9-2,TR_V_gene,9,TRUE
ENSG00000258597,SERPINA2,polymorphic_pseudogene,14,TRUE
ENSG00000232535,OR5H8,polymorphic_pseudogene,3,TRUE
ENSG00000197617,VN1R5,polymorphic_pseudogene,1,TRUE
ENSG00000196383,OR4Q2,polymorphic_pseudogene,14,TRUE
ENSG00000211454,AKR7L,polymorphic_pseudogene,1,TRUE
ENSG00000176290,OR4K3,polymorphic_pseudogene,14,TRUE
ENSG00000213439,OR5AC1,polymorphic_pseudogene,3,TRUE
ENSG00000205702,CYP2D7,polymorphic_pseudogene,22,TRUE
ENSG00000221957,KIR2DS4,polymorphic_pseudogene,19,TRUE
ENSG00000272395,IFNL4,polymorphic_pseudogene,19,TRUE
ENSG00000273085,OR52E1,polymorphic_pseudogene,11,TRUE
ENSG00000263150,OR8J2,polymorphic_pseudogene,CHR_HG142_HG150_NOVEL_TEST,FALSE
ENSG00000227152,OR2T7,polymorphic_pseudogene,1,TRUE
ENSG00000283586,GKN3P,polymorphic_pseudogene,2,TRUE
ENSG00000228336,OR9H1P,polymorphic_pseudogene,1,TRUE
ENSG00000251608,OR12D1,polymorphic_pseudogene,6,TRUE
ENSG00000277078,KIR2DS4,polymorphic_pseudogene,CHR_HSCHR19KIR_FH08_BAX_HAP_CTG3_1,FALSE
ENSG00000282181,MROH5,polymorphic_pseudogene,CHR_HSCHR8_5_CTG7,FALSE
ENSG00000273931,KIR2DS4,polymorphic_pseudogene,CHR_HSCHR19_4_CTG3_1,FALSE
ENSG00000249948,GBA3,polymorphic_pseudogene,4,TRUE
ENSG00000275351,KIR2DS4,polymorphic_pseudogene,CHR_HSCHR19KIR_G085_A_HAP_CTG3_1,FALSE
ENSG00000244682,FCGR2C,polymorphic_pseudogene,1,TRUE
ENSG00000243641,OR13C7,polymorphic_pseudogene,9,TRUE
ENSG00000226807,MROH5,polymorphic_pseudogene,8,TRUE
ENSG00000277345,KIR2DS4,polymorphic_pseudogene,CHR_HSCHR19KIR_FH13_BA2_HAP_CTG3_1,FALSE
ENSG00000262755,OR8K3,polymorphic_pseudogene,CHR_HG142_HG150_NOVEL_TEST,FALSE
ENSG00000099984,GSTT2,polymorphic_pseudogene,22,TRUE
ENSG00000272987,OR5AL1,polymorphic_pseudogene,11,TRUE
ENSG00000258806,OR11H7,polymorphic_pseudogene,14,TRUE
ENSG00000280938,TRARG1,polymorphic_pseudogene,CHR_HSCHR17_2_CTG2,FALSE
ENSG00000281107,OR5G3,polymorphic_pseudogene,CHR_HG151_NOVEL_TEST,FALSE
ENSG00000274807,KIR2DS4,polymorphic_pseudogene,CHR_HSCHR19KIR_FH15_A_HAP_CTG3_1,FALSE
ENSG00000176510,OR10AC1,polymorphic_pseudogene,7,TRUE
ENSG00000249730,OR10J4,polymorphic_pseudogene,1,TRUE
ENSG00000225997,OR4A8,polymorphic_pseudogene,11,TRUE
ENSG00000276380,UBE2NL,polymorphic_pseudogene,X,TRUE
ENSG00000166473,PKD1L2,polymorphic_pseudogene,16,TRUE
ENSG00000254658,OR8J2,polymorphic_pseudogene,11,TRUE
ENSG00000266200,PNLIPRP2,polymorphic_pseudogene,10,TRUE
ENSG00000182077,PTCHD3,polymorphic_pseudogene,10,TRUE
ENSG00000263181,CYP2D7,polymorphic_pseudogene,CHR_HSCHR22_1_CTG1,FALSE
ENSG00000272532,CYP2D6,polymorphic_pseudogene,CHR_HSCHR22_2_CTG1,FALSE
ENSG00000274714,KIR2DS4,polymorphic_pseudogene,CHR_HSCHR19KIR_FH06_BA1_HAP_CTG3_1,FALSE
ENSG00000262085,OR1P1,polymorphic_pseudogene,17,TRUE
ENSG00000278088,CYP2D7,polymorphic_pseudogene,CHR_HSCHR22_3_CTG1,FALSE
ENSG00000204403,CASP12,polymorphic_pseudogene,11,TRUE
ENSG00000276451,OR10A6,polymorphic_pseudogene,CHR_HSCHR11_1_CTG5,FALSE
ENSG00000260811,OR4C45,polymorphic_pseudogene,11,TRUE
ENSG00000241356,OR5G3,polymorphic_pseudogene,11,TRUE
ENSG00000233276,GPX1,polymorphic_pseudogene,3,TRUE
ENSG00000277281,MUC6,polymorphic_pseudogene,CHR_HSCHR11_3_CTG1,FALSE
ENSG00000274324,KIR2DS4,polymorphic_pseudogene,CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1,FALSE
ENSG00000204872,NAT8B,polymorphic_pseudogene,2,TRUE
ENSG00000188877,POTEA,polymorphic_pseudogene,8,TRUE
ENSG00000277518,MUC6,polymorphic_pseudogene,CHR_HSCHR11_2_CTG1,FALSE
ENSG00000276465,KIR2DS4,polymorphic_pseudogene,CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1,FALSE
ENSG00000276209,KIR2DS4,polymorphic_pseudogene,CHR_HSCHR19KIR_G085_BA1_HAP_CTG3_1,FALSE
ENSG00000284690,AC079325.2,polymorphic_pseudogene,17,TRUE
ENSG00000285252,OR10AC1,polymorphic_pseudogene,CHR_HG708_PATCH,FALSE
ENSG00000283008,CYP2D7,polymorphic_pseudogene,CHR_HSCHR22_7_CTG1,FALSE
ENSG00000284307,KIR2DS4,polymorphic_pseudogene,CHR_HSCHR19KIR_0019-4656-A_CTG3_1,FALSE
ENSG00000283727,KIR2DS4,polymorphic_pseudogene,CHR_HSCHR19KIR_CA01-TA01_1_CTG3_1,FALSE
ENSG00000283779,KIR2DS4,polymorphic_pseudogene,CHR_HSCHR19KIR_502960008-1_CTG3_1,FALSE
ENSG00000283846,KIR2DS4,polymorphic_pseudogene,CHR_HSCHR19KIR_7191059-1_CTG3_1,FALSE
ENSG00000284408,KIR2DS4,polymorphic_pseudogene,CHR_HSCHR19KIR_CA01-TA01_2_CTG3_1,FALSE
ENSG00000284244,KIR2DS4,polymorphic_pseudogene,CHR_HSCHR19KIR_HG2396_CTG3_1,FALSE
ENSG00000211829,TRDC,TR_C_gene,14,TRUE
ENSG00000281981,TRBC1,TR_C_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000211772,TRBC2,TR_C_gene,7,TRUE
ENSG00000276849,TRBC2,TR_C_gene,CHR_HSCHR7_2_CTG6,FALSE
ENSG00000211751,TRBC1,TR_C_gene,7,TRUE
ENSG00000211689,TRGC1,TR_C_gene,7,TRUE
ENSG00000227191,TRGC2,TR_C_gene,7,TRUE
ENSG00000277734,TRAC,TR_C_gene,14,TRUE
ENSG00000211900,IGHJ6,IG_J_gene,14,TRUE
ENSG00000211904,IGHJ2,IG_J_gene,14,TRUE
ENSG00000211905,IGHJ1,IG_J_gene,14,TRUE
ENSG00000242887,IGHJ3,IG_J_gene,14,TRUE
ENSG00000240041,IGHJ4,IG_J_gene,14,TRUE
ENSG00000242472,IGHJ5,IG_J_gene,14,TRUE
ENSG00000282797,IGHJ6,IG_J_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282615,IGHJ5,IG_J_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000211674,IGLJ1,IG_J_gene,22,TRUE
ENSG00000211676,IGLJ2,IG_J_gene,22,TRUE
ENSG00000211678,IGLJ3,IG_J_gene,22,TRUE
ENSG00000211597,IGKJ1,IG_J_gene,2,TRUE
ENSG00000211681,IGLJ5,IG_J_gene,22,TRUE
ENSG00000211682,IGLJ6,IG_J_gene,22,TRUE
ENSG00000211680,IGLJ4,IG_J_gene,22,TRUE
ENSG00000282471,IGHJ3,IG_J_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282409,IGHJ1,IG_J_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282342,IGHJ2,IG_J_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282065,IGHJ4,IG_J_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000211595,IGKJ3,IG_J_gene,2,TRUE
ENSG00000211596,IGKJ2,IG_J_gene,2,TRUE
ENSG00000211684,IGLJ7,IG_J_gene,22,TRUE
ENSG00000211594,IGKJ4,IG_J_gene,2,TRUE
ENSG00000211593,IGKJ5,IG_J_gene,2,TRUE
ENSG00000211890,IGHA2,IG_C_gene,14,TRUE
ENSG00000211891,IGHE,IG_C_gene,14,TRUE
ENSG00000211893,IGHG2,IG_C_gene,14,TRUE
ENSG00000211892,IGHG4,IG_C_gene,14,TRUE
ENSG00000211897,IGHG3,IG_C_gene,14,TRUE
ENSG00000211896,IGHG1,IG_C_gene,14,TRUE
ENSG00000211895,IGHA1,IG_C_gene,14,TRUE
ENSG00000211899,IGHM,IG_C_gene,14,TRUE
ENSG00000211898,IGHD,IG_C_gene,14,TRUE
ENSG00000276173,IGHA2,IG_C_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000276192,IGHE,IG_C_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000277016,IGHG4,IG_C_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000274497,IGHG2,IG_C_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282633,IGHA1,IG_C_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000277633,IGHG1,IG_C_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282184,IGHG3,IG_C_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000278801,IGHD,IG_C_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000282657,IGHM,IG_C_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000211675,IGLC1,IG_C_gene,22,TRUE
ENSG00000211677,IGLC2,IG_C_gene,22,TRUE
ENSG00000211679,IGLC3,IG_C_gene,22,TRUE
ENSG00000211592,IGKC,IG_C_gene,2,TRUE
ENSG00000211685,IGLC7,IG_C_gene,22,TRUE
ENSG00000223648,IGHV3-64,IG_V_gene,14,TRUE
ENSG00000224650,IGHV3-74,IG_V_gene,14,TRUE
ENSG00000211979,IGHV7-81,IG_V_gene,14,TRUE
ENSG00000225698,IGHV3-72,IG_V_gene,14,TRUE
ENSG00000211955,IGHV3-33,IG_V_gene,14,TRUE
ENSG00000211941,IGHV3-11,IG_V_gene,14,TRUE
ENSG00000211935,IGHV1-3,IG_V_gene,14,TRUE
ENSG00000211958,IGHV3-38,IG_V_gene,14,TRUE
ENSG00000270550,IGHV3-30,IG_V_gene,14,TRUE
ENSG00000231475,IGHV4-31,IG_V_gene,14,TRUE
ENSG00000282305,IGHV3-74,IG_V_gene,CHR_HSCHR14_3_CTG1,FALSE
ENSG00000278857,IGKV1D-12,IG_V_gene,2,TRUE
ENSG00000211632,IGKV3D-11,IG_V_gene,2,TRUE
ENSG00000211633,IGKV1D-42,IG_V_gene,2,TRUE
ENSG00000242580,IGKV1D-43,IG_V_gene,2,TRUE
ENSG00000239819,IGKV1D-8,IG_V_gene,2,TRUE
