cell_line,n_snv_used,n_sigs_selected_full,recon_cosine_full,n_sigs_selected_restricted,recon_cosine_restricted,subtype,n_coding,is_hypermutator,msi_mmr_call,cos_mmr_d,cos_clock,cos_pole,cos_margin_mmrd_vs_clock,sbs_call,best_cosmic,rel_mmr_d_restricted,top_signature,top_rel,top_boot_selected_frac,mmr_d_top_signature,mmr_d_top_rel,mmr_d_top_boot_lo95,mmr_d_top_boot_hi95,mmr_d_top_boot_selected_frac,rel_mmr_d,rel_clock,rel_pole,cosmic_source,cosmic_genome,mutationalpatterns_version,n_boots,max_delta,substrate,exome_renormalisation
TOV112D,336,6,0.8916,4,0.8722,EC,133,FALSE,no hypermutation signal,0.6243972500994739,0.7346547114991576,0.3751829978194665,-0.11025746139968372,clock/indeterminate,SBS5,0.0885286030421069,SBS5,0.407,0.825,SBS15,0.121,0,64.5,0.92,0.121,0.407,0,COSMIC_v3.2,GRCh38,3.18.0,200,0.004,"exome-wide Mutect2 PASS & popAF<=0.001 SNVs (tumour-only, no matched normal)",not applied to primary screen/refit; archived target-bin opportunity sensitivity deposited separately
OV2085,476,9,0.9564,5,0.911,HGS,207,FALSE,no hypermutation signal,0.6584143067839169,0.7850286190052017,0.3551549354000042,-0.12661431222128483,clock/indeterminate,SBS5,0.19450175783826285,SBS5,0.225,0.595,SBS15,0.117,0,82.5,0.735,0.117,0.225,0.035,COSMIC_v3.2,GRCh38,3.18.0,200,0.004,"exome-wide Mutect2 PASS & popAF<=0.001 SNVs (tumour-only, no matched normal)",not applied to primary screen/refit; archived target-bin opportunity sensitivity deposited separately
OV2295,403,8,0.9227,5,0.8913,HGS,170,FALSE,no hypermutation signal,0.5654457449088899,0.7507824468957753,0.3556097062573409,-0.18533670198688543,clock/indeterminate,SBS5,0,SBS24,0.168,0.995,SBS26,0.107,0,62.6,0.66,0.107,0.117,0,COSMIC_v3.2,GRCh38,3.18.0,200,0.004,"exome-wide Mutect2 PASS & popAF<=0.001 SNVs (tumour-only, no matched normal)",not applied to primary screen/refit; archived target-bin opportunity sensitivity deposited separately
OV3133-R2,395,7,0.9395,6,0.9134,HGS,166,FALSE,no hypermutation signal,0.6281290718864233,0.7952125769903043,0.4362073155232192,-0.16708350510388104,clock/indeterminate,SBS5,0.09499605108826537,SBS5,0.393,0.7,SBS6,0.101,0,62.5,0.71,0.101,0.393,0,COSMIC_v3.2,GRCh38,3.18.0,200,0.004,"exome-wide Mutect2 PASS & popAF<=0.001 SNVs (tumour-only, no matched normal)",not applied to primary screen/refit; archived target-bin opportunity sensitivity deposited separately
TOV81D,608,4,0.9364,4,0.9153,LGS,264,FALSE,no hypermutation signal,0.6075387805783788,0.8247148923265339,0.4212884988544047,-0.2171761117481551,clock/indeterminate,SBS5,0.11694781720768758,SBS5,0.554,0.925,SBS6,0.098,0,80.8,0.74,0.098,0.554,0,COSMIC_v3.2,GRCh38,3.18.0,200,0.004,"exome-wide Mutect2 PASS & popAF<=0.001 SNVs (tumour-only, no matched normal)",not applied to primary screen/refit; archived target-bin opportunity sensitivity deposited separately
OV3291,430,9,0.9326,6,0.8924,HGS,207,FALSE,no hypermutation signal,0.5910714773391454,0.7647135991588787,0.41817695997879095,-0.17364212181973326,clock/indeterminate,SBS5,0.10702243891125425,SBS24,0.176,0.955,SBS44,0.097,0,63.7,0.33,0.097,0.093,0,COSMIC_v3.2,GRCh38,3.18.0,200,0.004,"exome-wide Mutect2 PASS & popAF<=0.001 SNVs (tumour-only, no matched normal)",not applied to primary screen/refit; archived target-bin opportunity sensitivity deposited separately
TOV2295-R,418,10,0.9455,6,0.8896,HGS,190,FALSE,no hypermutation signal,0.5352973782207238,0.768840458065632,0.3605059558772251,-0.2335430798449082,clock/indeterminate,SBS5,0.05061081705351156,SBS3,0.167,0.475,SBS26,0.096,0,60.9,0.69,0.096,0.095,0,COSMIC_v3.2,GRCh38,3.18.0,200,0.004,"exome-wide Mutect2 PASS & popAF<=0.001 SNVs (tumour-only, no matched normal)",not applied to primary screen/refit; archived target-bin opportunity sensitivity deposited separately
TOV2929D,883,6,0.9602,5,0.9493,HGS,413,FALSE,no hypermutation signal,0.5928312882241557,0.8014485916532851,0.46778690897242503,-0.20861730342912943,clock/indeterminate,SBS40,0.14666135445751993,SBS5,0.398,0.545,SBS15,0.094,0,114.9,0.635,0.094,0.398,0,COSMIC_v3.2,GRCh38,3.18.0,200,0.004,"exome-wide Mutect2 PASS & popAF<=0.001 SNVs (tumour-only, no matched normal)",not applied to primary screen/refit; archived target-bin opportunity sensitivity deposited separately
OV1369-R2,594,9,0.9536,5,0.932,HGS,280,FALSE,no hypermutation signal,0.6954203235866785,0.7354146004926982,0.35832506738978614,-0.03999427690601975,clock/indeterminate,SBS5,0.1887276143528345,SBS3,0.377,0.725,SBS15,0.091,0,90.3,0.405,0.091,0.05,0,COSMIC_v3.2,GRCh38,3.18.0,200,0.004,"exome-wide Mutect2 PASS & popAF<=0.001 SNVs (tumour-only, no matched normal)",not applied to primary screen/refit; archived target-bin opportunity sensitivity deposited separately
TOV3133D,411,9,0.9397,4,0.8601,HGS,189,FALSE,no hypermutation signal,0.5335784591752786,0.7359489379623468,0.3820667442127075,-0.20237047878706824,clock/indeterminate,SBS5,0.14602549134619677,SBS24,0.243,0.985,SBS6,0.07,0,51.7,0.385,0.07,0.109,0,COSMIC_v3.2,GRCh38,3.18.0,200,0.004,"exome-wide Mutect2 PASS & popAF<=0.001 SNVs (tumour-only, no matched normal)",not applied to primary screen/refit; archived target-bin opportunity sensitivity deposited separately
OV3133-R,437,10,0.9493,5,0.8824,HGS,186,FALSE,no hypermutation signal,0.5410762436884086,0.7758489028928052,0.39767746760782774,-0.2347726592043966,clock/indeterminate,SBS5,0,SBS5,0.381,0.75,SBS15,0.041,0,37.7,0.2,0.041,0.381,0,COSMIC_v3.2,GRCh38,3.18.0,200,0.004,"exome-wide Mutect2 PASS & popAF<=0.001 SNVs (tumour-only, no matched normal)",not applied to primary screen/refit; archived target-bin opportunity sensitivity deposited separately
OV2295-R2,572,7,0.9456,4,0.9053,HGS,272,FALSE,no hypermutation signal,0.5085821096439466,0.7781899743651396,0.38653779447546127,-0.269607864721193,clock/indeterminate,SBS40,0,SBS40,0.244,0.46,SBS6,0,0,52.1,0.04,0,0.346,0,COSMIC_v3.2,GRCh38,3.18.0,200,0.004,"exome-wide Mutect2 PASS & popAF<=0.001 SNVs (tumour-only, no matched normal)",not applied to primary screen/refit; archived target-bin opportunity sensitivity deposited separately
TOV3133G,430,8,0.9527,4,0.9056,HGS,191,FALSE,no hypermutation signal,0.584066881843542,0.7929264044723573,0.40533603866296336,-0.20885952262881524,clock/indeterminate,SBS5,0,SBS5,0.418,0.84,SBS6,0,0,60.3,0.4,0,0.483,0,COSMIC_v3.2,GRCh38,3.18.0,200,0.004,"exome-wide Mutect2 PASS & popAF<=0.001 SNVs (tumour-only, no matched normal)",not applied to primary screen/refit; archived target-bin opportunity sensitivity deposited separately
