sample_id,cohort,bin_group,chromosome,source_id,bins,summed_bin_bp,length_weighted_mean_depth_x,zero_depth_bins,zero_depth_bin_fraction,bp_in_zero_depth_bins,fraction_bp_in_zero_depth_bins,reference_retained_bins,zero_depth_reference_retained_bins
SRR4039087,cnv_reference_exomes,target,chr17_KI270909v1_alt,CNVC005,17,2255,2.1765011689578713,9,0.5294117647058824,1189,0.5272727272727272,2,0
SRR4039087,cnv_reference_exomes,target,chr19_KI270938v1_alt,CNVC005,9,2219,1.1460118684091933,4,0.4444444444444444,595,0.26813880126182965,5,1
SRR4039087,cnv_reference_exomes,target,chr22_KI270879v1_alt,CNVC005,18,3336,1.8222413944844125,5,0.2777777777777778,731,0.21912470023980815,4,0
SRR4039087,cnv_reference_exomes,antitarget,chr1,CNVC006,3751,199266801,0.8713462807435146,123,0.032791255665155956,17878182,0.08971982242039406,3563,2
SRR4039087,cnv_reference_exomes,antitarget,chr2,CNVC006,3386,201349306,0.6244067250855149,10,0.0029533372711163615,1191481,0.005917482526609751,3332,1
SRR4039087,cnv_reference_exomes,antitarget,chr3,CNVC006,2779,166666685,0.5790085322585656,1,0.0003598416696653472,10653,6.391799296902077e-05,2756,0
SRR4039087,cnv_reference_exomes,antitarget,chr4,CNVC006,2361,167622704,0.6669649472150718,2,0.0008470986869970351,58167,0.0003470114645090083,2341,1
SRR4039087,cnv_reference_exomes,antitarget,chr5,CNVC006,2287,157204367,0.5672545355528915,15,0.006558810668998688,2133904,0.013574075839763408,2253,0
SRR4039087,cnv_reference_exomes,antitarget,chr6,CNVC006,2360,145320441,0.5547423487894411,2,0.000847457627118644,163366,0.0011241777060117784,2343,0
SRR4039087,cnv_reference_exomes,antitarget,chr7,CNVC006,2361,132066339,0.6416776257975206,2,0.0008470986869970351,30797,0.000233193410472293,2323,1
SRR4039087,cnv_reference_exomes,antitarget,chr8,CNVC006,1930,126444547,0.570275532840163,3,0.0015544041450777201,32825,0.00025959996519264684,1909,2
SRR4039087,cnv_reference_exomes,antitarget,chr9,CNVC006,1869,116418817,0.7911488053037826,101,0.05403959336543606,14973699,0.12861923343543338,1727,1
SRR4039087,cnv_reference_exomes,antitarget,chr10,CNVC006,1942,111251016,0.619851442458998,1,0.0005149330587023687,10274,9.234971840616719e-05,1917,1
SRR4039087,cnv_reference_exomes,antitarget,chr11,CNVC006,2081,109571886,0.6157960428187138,12,0.005766458433445459,277401,0.0025316804348881976,2046,4
SRR4039087,cnv_reference_exomes,antitarget,chr12,CNVC006,1953,106530071,0.5721304398882405,3,0.0015360983102918587,42512,0.00039906103132138156,1936,3
SRR4039087,cnv_reference_exomes,antitarget,chr13,CNVC006,1291,103441332,0.638527441654131,106,0.08210689388071263,15774527,0.15249733056415013,1178,0
SRR4039087,cnv_reference_exomes,antitarget,chr14,CNVC006,1433,91249933,0.5030932252782794,119,0.08304256803907886,17602350,0.1929026073915035,1285,0
SRR4039087,cnv_reference_exomes,antitarget,chr15,CNVC006,1459,83446936,0.7013937266250878,112,0.07676490747087046,16738473,0.20058822770916357,1310,0
SRR4039087,cnv_reference_exomes,antitarget,chr16,CNVC006,1199,70531054,0.6439382684482081,60,0.05004170141784821,8110467,0.1149914334188172,1095,2
SRR4039087,cnv_reference_exomes,antitarget,chr17,CNVC006,1384,57963002,0.672473309121139,5,0.0036127167630057803,64674,0.001115780718189855,1331,3
SRR4039087,cnv_reference_exomes,antitarget,chr18,CNVC006,1003,70938107,0.5023182810998496,0,0.0,0,0.0,1000,0
SRR4039087,cnv_reference_exomes,antitarget,chr19,CNVC006,1098,35226870,0.727889101543605,23,0.020947176684881604,2654793,0.07536272737259939,1021,5
SRR4039087,cnv_reference_exomes,antitarget,chr20,CNVC006,972,51612936,0.8122492148057953,2,0.00205761316872428,27549,0.0005337615360614246,950,1
SRR4039087,cnv_reference_exomes,antitarget,chr21,CNVC006,552,40506591,0.6539785364208901,46,0.08333333333333333,6916390,0.17074727419051383,495,0
SRR4039087,cnv_reference_exomes,antitarget,chr22,CNVC006,767,39571356,0.7973659070221417,86,0.1121251629726206,12375131,0.3127295157638773,659,1
SRR4039087,cnv_reference_exomes,antitarget,chrX,CNVC006,1978,138676253,0.4157577200629777,1,0.0005055611729019212,14155,0.00010207227044128457,1890,0
SRR4039087,cnv_reference_exomes,antitarget,chrY,CNVC006,486,55162146,0.6125327302078512,234,0.48148148148148145,32431287,0.5879264921999228,252,0
SRR4039087,cnv_reference_exomes,antitarget,chr1_KI270766v1_alt,CNVC006,1,15784,0.0,1,1.0,15784,1.0,0,0
SRR4039087,cnv_reference_exomes,antitarget,chr4_GL000008v2_random,CNVC006,2,21939,28.367174884908152,0,0.0,0,0.0,1,0
SRR4039087,cnv_reference_exomes,antitarget,chr7_KI270803v1_alt,CNVC006,4,485339,0.25277172696403954,0,0.0,0,0.0,2,0
SRR4039087,cnv_reference_exomes,antitarget,chr14_KI270846v1_alt,CNVC006,7,1054101,0.009999994711132994,6,0.8571428571428571,909026,0.8623708733793062,1,0
SRR4039087,cnv_reference_exomes,antitarget,chr15_KI270850v1_alt,CNVC006,1,69973,2.03853,0,0.0,0,0.0,0,0
SRR4039087,cnv_reference_exomes,antitarget,chr17_KI270857v1_alt,CNVC006,2,338109,0.11523781322118015,0,0.0,0,0.0,2,0
SRR4039087,cnv_reference_exomes,antitarget,chr17_KI270909v1_alt,CNVC006,5,124592,0.03647905057483626,0,0.0,0,0.0,2,0
SRR4039087,cnv_reference_exomes,antitarget,chr19_KI270938v1_alt,CNVC006,2,120401,0.04514912457678923,0,0.0,0,0.0,1,0
SRR4039087,cnv_reference_exomes,antitarget,chr22_KI270879v1_alt,CNVC006,3,114317,0.07658530310627466,0,0.0,0,0.0,2,0
SRR4039088,cnv_reference_exomes,target,chr1,CNVC007,28110,6799761,78.55523878000479,4036,0.14357879758093206,1010578,0.14861963530777036,20549,401
SRR4039088,cnv_reference_exomes,target,chr2,CNVC007,21815,5235222,122.96465576188957,2229,0.10217740087096035,551218,0.10529028186388276,17083,225
SRR4039088,cnv_reference_exomes,target,chr3,CNVC007,16686,3994945,85.56781564297118,1804,0.10811458707898837,450391,0.11274022545992499,12926,228
SRR4039088,cnv_reference_exomes,target,chr4,CNVC007,10924,2618577,119.39176923968456,929,0.08504210911753936,229862,0.08778126440429286,8708,50
SRR4039088,cnv_reference_exomes,target,chr5,CNVC007,12815,3093505,97.86856356552691,1388,0.10831057354662504,345812,0.1117864687466159,9870,135
SRR4039088,cnv_reference_exomes,target,chr6,CNVC007,14278,3251368,84.10590591320913,1365,0.09560162487743382,332390,0.10223081484470536,11261,167
SRR4039088,cnv_reference_exomes,target,chr7,CNVC007,14824,3029264,87.65232646424992,2441,0.16466540744738262,542680,0.17914582552065453,10504,230
SRR4039088,cnv_reference_exomes,target,chr8,CNVC007,9944,2039388,93.58992708415033,1651,0.16602976669348352,371240,0.18203500265766004,7036,97
SRR4039088,cnv_reference_exomes,target,chr9,CNVC007,12371,2564860,96.40225987668552,2248,0.18171530191577076,487359,0.19001387989987759,8467,187
SRR4039088,cnv_reference_exomes,target,chr10,CNVC007,11954,2416591,107.27148822553019,1434,0.11995984607662707,314586,0.13017759314670957,8993,134
SRR4039088,cnv_reference_exomes,target,chr11,CNVC007,16180,3403876,68.38717846729307,3326,0.20556242274412856,723960,0.21268694864325258,10886,310
SRR4039088,cnv_reference_exomes,target,chr12,CNVC007,15195,3087536,80.04340380010301,1809,0.1190523198420533,396949,0.12856497867555228,11588,224
SRR4039088,cnv_reference_exomes,target,chr13,CNVC007,5498,1110200,114.68848677123984,415,0.07548199345216443,92111,0.08296793370563862,4344,24
SRR4039088,cnv_reference_exomes,target,chr14,CNVC007,9325,1925593,79.7124342599995,1281,0.137372654155496,282699,0.14681139783952268,6784,111
SRR4039088,cnv_reference_exomes,target,chr15,CNVC007,10804,2203008,86.83933749427584,1318,0.1219918548685672,288616,0.1310099645575504,7891,139
SRR4039088,cnv_reference_exomes,target,chr16,CNVC007,12428,2613435,67.1605033531378,3731,0.3002092050209205,815485,0.3120356924890039,6963,267
SRR4039088,cnv_reference_exomes,target,chr17,CNVC007,16485,3435237,49.79888098872192,3876,0.23512283894449498,845118,0.24601446712410235,10141,366
SRR4039088,cnv_reference_exomes,target,chr18,CNVC007,4678,965949,99.72525955288084,592,0.12654980761008977,140527,0.14548076554766348,3563,24
SRR4039088,cnv_reference_exomes,target,chr19,CNVC007,16392,3578782,41.26695480544496,6086,0.37127867252318203,1335346,0.37312862309020217,7864,485
SRR4039088,cnv_reference_exomes,target,chr20,CNVC007,7212,1478159,43.50025815149729,1639,0.22726012201885745,359387,0.2431314899141432,4581,150
SRR4039088,cnv_reference_exomes,target,chr21,CNVC007,3161,654585,85.68805351040005,591,0.18696614995254665,126341,0.1930093112430013,2137,58
SRR4039088,cnv_reference_exomes,target,chr22,CNVC007,6636,1369914,36.91676837988497,2046,0.30831826401446655,436065,0.31831560229328265,3549,209
SRR4039088,cnv_reference_exomes,target,chrX,CNVC007,11407,2376501,66.175062446932,1433,0.125624616463575,319138,0.13428902407362758,8259,136
SRR4039088,cnv_reference_exomes,target,chrY,CNVC007,1126,219129,294.11268788352885,223,0.1980461811722913,45684,0.20847993647577454,700,0
SRR4039088,cnv_reference_exomes,target,chrUn_KI270742v1,CNVC007,11,2977,1387.7200905609675,0,0.0,0,0.0,7,0
SRR4039088,cnv_reference_exomes,target,chr1_KI270706v1_random,CNVC007,11,2225,894.4569156853934,0,0.0,0,0.0,7,0
SRR4039088,cnv_reference_exomes,target,chr1_KI270711v1_random,CNVC007,1,38,8.47368,0,0.0,0,0.0,0,0
SRR4039088,cnv_reference_exomes,target,chr1_KI270766v1_alt,CNVC007,11,2876,22.82510006189152,6,0.5454545454545454,1503,0.5226008344923505,2,0
SRR4039088,cnv_reference_exomes,target,chr4_GL000008v2_random,CNVC007,16,3998,737.5116938469234,0,0.0,0,0.0,12,0
SRR4039088,cnv_reference_exomes,target,chr7_KI270803v1_alt,CNVC007,52,11976,2.4291054337007347,35,0.6730769230769231,7435,0.6208249832999332,8,0
SRR4039088,cnv_reference_exomes,target,chr14_GL000009v2_random,CNVC007,11,2731,1230.0157189674112,0,0.0,0,0.0,10,0
SRR4039088,cnv_reference_exomes,target,chr14_KI270846v1_alt,CNVC007,2,327,0.0,2,1.0,327,1.0,0,0
SRR4039088,cnv_reference_exomes,target,chr15_KI270850v1_alt,CNVC007,64,13484,1.413450391189558,54,0.84375,11200,0.8306140611094631,2,0
SRR4039088,cnv_reference_exomes,target,chr15_KI270851v1_alt,CNVC007,1,42,2.7381,0,0.0,0,0.0,0,0
SRR4039088,cnv_reference_exomes,target,chr17_KI270857v1_alt,CNVC007,3,180,0.0,3,1.0,180,1.0,0,0
SRR4039088,cnv_reference_exomes,target,chr17_KI270909v1_alt,CNVC007,17,2255,4.242126281152993,8,0.47058823529411764,1040,0.4611973392461197,2,0
SRR4039088,cnv_reference_exomes,target,chr19_KI270938v1_alt,CNVC007,9,2219,0.851735442091032,2,0.2222222222222222,351,0.15817936007210456,5,0
SRR4039088,cnv_reference_exomes,target,chr22_KI270879v1_alt,CNVC007,18,3336,1.1321941097122301,9,0.5,1605,0.48111510791366907,4,0
SRR4039088,cnv_reference_exomes,antitarget,chr1,CNVC008,3751,199266801,0.80077163401287,130,0.0346574246867502,17991489,0.09028844197684491,3563,4
SRR4039088,cnv_reference_exomes,antitarget,chr2,CNVC008,3386,201349306,0.5262278184026972,11,0.0032486709982279976,1206617,0.0059926553707614965,3332,2
SRR4039088,cnv_reference_exomes,antitarget,chr3,CNVC008,2779,166666685,0.4969774606234305,3,0.0010795250089960418,33677,0.00020206197777318245,2756,3
SRR4039088,cnv_reference_exomes,antitarget,chr4,CNVC008,2361,167622704,0.5485938862492965,1,0.00042354934349851756,10984,6.552811604805039e-05,2341,0
SRR4039088,cnv_reference_exomes,antitarget,chr5,CNVC008,2287,157204367,0.47755368212821403,18,0.007870572802798426,2172836,0.013821727993090675,2253,2
SRR4039088,cnv_reference_exomes,antitarget,chr6,CNVC008,2360,145320441,0.4772694173250231,1,0.000423728813559322,152362,0.0010484553924523254,2343,0
SRR4039088,cnv_reference_exomes,antitarget,chr7,CNVC008,2361,132066339,0.5397918425373975,3,0.0012706480304955528,31830,0.0002410152370468905,2323,0
SRR4039088,cnv_reference_exomes,antitarget,chr8,CNVC008,1930,126444547,0.49653487456549567,2,0.0010362694300518134,25401,0.00020088648030033276,1909,2
SRR4039088,cnv_reference_exomes,antitarget,chr9,CNVC008,1869,116418817,0.7088526977910049,105,0.056179775280898875,15018205,0.1290015255867099,1727,2
SRR4039088,cnv_reference_exomes,antitarget,chr10,CNVC008,1942,111251016,0.5223476200096887,2,0.0010298661174047373,25615,0.00023024508827856457,1917,1
SRR4039088,cnv_reference_exomes,antitarget,chr11,CNVC008,2081,109571886,0.5220006515848243,12,0.005766458433445459,265846,0.0024262245517978945,2046,6
SRR4039088,cnv_reference_exomes,antitarget,chr12,CNVC008,1953,106530071,0.4793268306827928,2,0.0010240655401945725,29585,0.00027771501250571775,1936,1
SRR4039088,cnv_reference_exomes,antitarget,chr13,CNVC008,1291,103441332,0.5129255367622518,106,0.08210689388071263,15778853,0.15253915137132998,1178,1
SRR4039088,cnv_reference_exomes,antitarget,chr14,CNVC008,1433,91249933,0.41712639482023306,119,0.08304256803907886,17604185,0.19292271699531002,1285,0
SRR4039088,cnv_reference_exomes,antitarget,chr15,CNVC008,1459,83446936,0.5983446326932808,113,0.0774503084304318,16748909,0.20071328922130827,1310,1
SRR4039088,cnv_reference_exomes,antitarget,chr16,CNVC008,1199,70531054,0.536107877078552,63,0.05254378648874062,8140951,0.11542364020251278,1095,3
SRR4039088,cnv_reference_exomes,antitarget,chr17,CNVC008,1384,57963002,0.5919683170241913,8,0.005780346820809248,105126,0.0018136741778833332,1331,5
SRR4039088,cnv_reference_exomes,antitarget,chr18,CNVC008,1003,70938107,0.43383246754357285,0,0.0,0,0.0,1000,0
SRR4039088,cnv_reference_exomes,antitarget,chr19,CNVC008,1098,35226870,0.5696108262539132,27,0.02459016393442623,2705589,0.07680469482528536,1021,6
SRR4039088,cnv_reference_exomes,antitarget,chr20,CNVC008,972,51612936,0.6665509345873993,7,0.00720164609053498,98135,0.0019013644176335948,950,2
SRR4039088,cnv_reference_exomes,antitarget,chr21,CNVC008,552,40506591,0.5508756270162581,47,0.08514492753623189,6790797,0.16764671704908468,495,2
SRR4039088,cnv_reference_exomes,antitarget,chr22,CNVC008,767,39571356,0.6944481349775474,87,0.11342894393741851,12375846,0.31274758438907174,659,3
SRR4039088,cnv_reference_exomes,antitarget,chrX,CNVC008,1978,138676253,0.3433148157184283,6,0.003033367037411527,70846,0.0005108733360426171,1890,4
SRR4039088,cnv_reference_exomes,antitarget,chrY,CNVC008,486,55162146,0.47670859572977636,234,0.48148148148148145,32431287,0.5879264921999228,252,0
SRR4039088,cnv_reference_exomes,antitarget,chr1_KI270766v1_alt,CNVC008,1,15784,0.0,1,1.0,15784,1.0,0,0
SRR4039088,cnv_reference_exomes,antitarget,chr4_GL000008v2_random,CNVC008,2,21939,20.344242458179497,0,0.0,0,0.0,1,0
SRR4039088,cnv_reference_exomes,antitarget,chr7_KI270803v1_alt,CNVC008,4,485339,0.32548172875248027,0,0.0,0,0.0,2,0
SRR4039088,cnv_reference_exomes,antitarget,chr14_KI270846v1_alt,CNVC008,7,1054101,0.029391938651988758,6,0.8571428571428571,909026,0.8623708733793062,1,0
SRR4039088,cnv_reference_exomes,antitarget,chr15_KI270850v1_alt,CNVC008,1,69973,0.421663,0,0.0,0,0.0,0,0
SRR4039088,cnv_reference_exomes,antitarget,chr17_KI270857v1_alt,CNVC008,2,338109,0.13972128544049406,0,0.0,0,0.0,2,0
SRR4039088,cnv_reference_exomes,antitarget,chr17_KI270909v1_alt,CNVC008,5,124592,0.06789361586217414,0,0.0,0,0.0,2,0
SRR4039088,cnv_reference_exomes,antitarget,chr19_KI270938v1_alt,CNVC008,2,120401,0.05200952141593508,1,0.5,44141,0.3666165563408942,1,0
SRR4039088,cnv_reference_exomes,antitarget,chr22_KI270879v1_alt,CNVC008,3,114317,0.041761139510658955,0,0.0,0,0.0,2,0
SRR4039089,cnv_reference_exomes,target,chr1,CNVC009,28110,6799761,75.96620166987358,2642,0.09398790466026326,660837,0.09718532754312982,20549,26
SRR4039089,cnv_reference_exomes,target,chr2,CNVC009,21815,5235222,94.65230744184358,1450,0.06646802658721064,359374,0.06864541752002112,17083,18
SRR4039089,cnv_reference_exomes,target,chr3,CNVC009,16686,3994945,71.54445812598603,1073,0.06430540572935395,265903,0.06655986502943094,12926,13
SRR4039089,cnv_reference_exomes,target,chr4,CNVC009,10924,2618577,87.69938462717816,669,0.06124130355181252,166532,0.0635963731446507,8708,1
SRR4039089,cnv_reference_exomes,target,chr5,CNVC009,12815,3093505,83.58508722046977,954,0.07444401092469762,239379,0.07738115826546264,9870,8
SRR4039089,cnv_reference_exomes,target,chr6,CNVC009,14278,3251368,74.52450088497432,828,0.05799131531026754,198261,0.06097771768683213,11261,10
SRR4039089,cnv_reference_exomes,target,chr7,CNVC009,14824,3029264,86.61446354512498,1579,0.10651645979492715,355834,0.11746549656946374,10504,11
SRR4039089,cnv_reference_exomes,target,chr8,CNVC009,9944,2039388,76.87304276712837,1173,0.11796057924376509,264791,0.12983846134232427,7036,3
SRR4039089,cnv_reference_exomes,target,chr9,CNVC009,12371,2564860,85.71648096612361,1534,0.12399967666316385,332042,0.1294581380660153,8467,20
SRR4039089,cnv_reference_exomes,target,chr10,CNVC009,11954,2416591,92.99635778827346,940,0.0786347666053204,205369,0.08498293670712173,8993,12
SRR4039089,cnv_reference_exomes,target,chr11,CNVC009,16180,3403876,66.95789109263396,2184,0.1349814585908529,476627,0.14002478351150277,10886,19
SRR4039089,cnv_reference_exomes,target,chr12,CNVC009,15195,3087536,71.57397345651636,1085,0.07140506745640013,237785,0.07701448663270646,11588,13
SRR4039089,cnv_reference_exomes,target,chr13,CNVC009,5498,1110200,84.48978731818015,306,0.05565660240087304,67532,0.06082867951720411,4344,1
SRR4039089,cnv_reference_exomes,target,chr14,CNVC009,9325,1925593,73.23203100368741,836,0.0896514745308311,184236,0.09567753933463613,6784,5
SRR4039089,cnv_reference_exomes,target,chr15,CNVC009,10804,2203008,93.18640532707245,822,0.07608293224731581,177480,0.08056257625936901,7891,14
SRR4039089,cnv_reference_exomes,target,chr16,CNVC009,12428,2613435,75.40000130079078,2540,0.2043772127454136,556855,0.21307398117802814,6963,22
SRR4039089,cnv_reference_exomes,target,chr17,CNVC009,16485,3435237,57.515716160535206,2434,0.14764937822262664,528801,0.15393435736748295,10141,25
SRR4039089,cnv_reference_exomes,target,chr18,CNVC009,4678,965949,79.28334419250477,475,0.10153911928174433,113911,0.11792651578913586,3563,4
SRR4039089,cnv_reference_exomes,target,chr19,CNVC009,16392,3578782,44.399472376190126,4004,0.244265495363592,891580,0.24912945242263987,7864,24
SRR4039089,cnv_reference_exomes,target,chr20,CNVC009,7212,1478159,51.810387898603715,1099,0.1523849140321686,244089,0.16513040883964444,4581,10
SRR4039089,cnv_reference_exomes,target,chr21,CNVC009,3161,654585,69.80529799405318,405,0.128124011388801,87449,0.13359456755043272,2137,4
SRR4039089,cnv_reference_exomes,target,chr22,CNVC009,6636,1369914,49.93485962065424,1289,0.1942435201928873,275577,0.2011637226862416,3549,9
SRR4039089,cnv_reference_exomes,target,chrX,CNVC009,11407,2376501,64.66564708411731,945,0.0828438678004734,213275,0.08974328224562077,8259,16
SRR4039089,cnv_reference_exomes,target,chrY,CNVC009,1126,219129,245.72557718390445,201,0.17850799289520428,40628,0.18540676952845128,700,0
SRR4039089,cnv_reference_exomes,target,chrUn_KI270742v1,CNVC009,11,2977,815.6958807524354,0,0.0,0,0.0,7,0
SRR4039089,cnv_reference_exomes,target,chr1_KI270706v1_random,CNVC009,11,2225,537.4252139325843,0,0.0,0,0.0,7,0
SRR4039089,cnv_reference_exomes,target,chr1_KI270711v1_random,CNVC009,1,38,62.2895,0,0.0,0,0.0,0,0
SRR4039089,cnv_reference_exomes,target,chr1_KI270766v1_alt,CNVC009,11,2876,108.77681879694019,6,0.5454545454545454,1503,0.5226008344923505,2,0
SRR4039089,cnv_reference_exomes,target,chr4_GL000008v2_random,CNVC009,16,3998,488.62606950975487,0,0.0,0,0.0,12,0
SRR4039089,cnv_reference_exomes,target,chr7_KI270803v1_alt,CNVC009,52,11976,11.007184089512359,28,0.5384615384615384,5779,0.4825484301937208,8,0
SRR4039089,cnv_reference_exomes,target,chr14_GL000009v2_random,CNVC009,11,2731,645.5268662394727,0,0.0,0,0.0,10,0
SRR4039089,cnv_reference_exomes,target,chr14_KI270846v1_alt,CNVC009,2,327,0.0,2,1.0,327,1.0,0,0
SRR4039089,cnv_reference_exomes,target,chr15_KI270850v1_alt,CNVC009,64,13484,7.825500356615248,39,0.609375,7244,0.537229308810442,2,0
SRR4039089,cnv_reference_exomes,target,chr15_KI270851v1_alt,CNVC009,1,42,1.85714,0,0.0,0,0.0,0,0
SRR4039089,cnv_reference_exomes,target,chr17_KI270857v1_alt,CNVC009,3,180,0.0,3,1.0,180,1.0,0,0
SRR4039089,cnv_reference_exomes,target,chr17_KI270909v1_alt,CNVC009,17,2255,24.139738137915742,8,0.47058823529411764,1066,0.4727272727272727,2,0
SRR4039089,cnv_reference_exomes,target,chr19_KI270938v1_alt,CNVC009,9,2219,6.284360198287517,2,0.2222222222222222,351,0.15817936007210456,5,0
SRR4039089,cnv_reference_exomes,target,chr22_KI270879v1_alt,CNVC009,18,3336,9.18944649880096,5,0.2777777777777778,737,0.22092326139088728,4,0
SRR4039089,cnv_reference_exomes,antitarget,chr1,CNVC010,3751,199266801,0.6889032585714645,123,0.032791255665155956,17890963,0.08978396255781715,3563,1
SRR4039089,cnv_reference_exomes,antitarget,chr2,CNVC010,3386,201349306,0.43450913343101316,9,0.0026580035440047253,1181663,0.0058687214943765435,3332,1
SRR4039089,cnv_reference_exomes,antitarget,chr3,CNVC010,2779,166666685,0.398306489312269,0,0.0,0,0.0,2756,0
SRR4039089,cnv_reference_exomes,antitarget,chr4,CNVC010,2361,167622704,0.4653953164874276,1,0.00042354934349851756,9961,5.94251241764958e-05,2341,0
SRR4039089,cnv_reference_exomes,antitarget,chr5,CNVC010,2287,157204367,0.3767540457760636,15,0.006558810668998688,2133904,0.013574075839763408,2253,0
