cell_line,subtype,chromosome,start,end,probes,weight,log2_raw,log2c,log2c_auto
OV1369-R2,HGS,chr3,105867371,107774907,22,18.466,0.0562675,-0.0168408942372881,0.17414114130434794
OV1369-R2,HGS,chr3,107778322,125014042,1473,1168.35,0.85758,0.7844716057627119,0.975453641304348
OV1369-R2,HGS,chr3,125014711,127035679,229,160.921,0.27389,0.20078160576271192,0.39176364130434793
OV1369-R2,HGS,chr3,127036376,128160313,79,51.0306,-1.39929,-1.472398394237288,-1.281416358695652
OV1369-R2,HGS,chr3,128246787,160438972,2217,1771.8,0.245894,0.1727856057627119,0.3637676413043479
OV1369-R2,HGS,chr3,160438972,174282051,577,475.934,0.640007,0.5668986057627119,0.757880641304348
OV1369-R2,HGS,chr3,174282175,177025128,32,27.8287,0.0969652,0.023856805762711902,0.21483884130434794
OV1369-R2,HGS,chr3,177025342,180970377,208,173.147,-0.40139,-0.4744983942372881,-0.28351635869565206
OV1369-R2,HGS,chr3,180975256,189974741,799,575.731,0.277434,0.20432560576271191,0.3953076413043479
OV1369-R2,HGS,chr3,189982990,198228398,651,499.83,1.15306,1.0799516057627119,1.270933641304348
OV1369-R2,HGS,chr4,59370,31142644,1516,1106.26,-0.265618,-0.3387263942372881,-0.14774435869565208
OV1369-R2,HGS,chr4,36067342,44650879,547,446.291,-0.320109,-0.3932173942372881,-0.20223535869565204
OV1369-R2,HGS,chr4,44651486,49050891,291,245.122,0.504071,0.43096260576271195,0.621944641304348
OV1369-R2,HGS,chr4,49197114,190060527,6353,5204.3,-0.359791,-0.4328993942372881,-0.2419173586956521
OV1369-R2,HGS,chr5,90456,32420141,925,679.279,0.983997,0.9108886057627119,1.101870641304348
OV1369-R2,HGS,chr5,32523080,36108687,261,209.061,0.266851,0.1937426057627119,0.3847246413043479
OV1369-R2,HGS,chr5,36111105,37294518,163,136.431,1.0532,0.9800916057627118,1.1710736413043479
OV1369-R2,HGS,chr5,37298822,43556034,453,372.12,0.248043,0.17493460576271191,0.365916641304348
OV1369-R2,HGS,chr5,43609118,45645636,42,33.1439,0.878159,0.8050506057627119,0.996032641304348
OV1369-R2,HGS,chr5,50399179,70795967,1104,890.948,-0.384039,-0.4571473942372881,-0.26616535869565205
OV1369-R2,HGS,chr5,70813590,112239813,1956,1613.62,-1.32685,-1.3999583942372882,-1.2089763586956521
OV1369-R2,HGS,chr5,112240662,133022973,1011,807.55,0.269155,0.19604660576271188,0.3870286413043479
OV1369-R2,HGS,chr5,133064891,139127891,571,435.467,-0.233575,-0.3066833942372881,-0.11570135869565207
OV1369-R2,HGS,chr5,139276034,139364773,22,18.8003,-1.27182,-1.344928394237288,-1.153946358695652
OV1369-R2,HGS,chr5,139368703,140706651,294,213.481,-0.401452,-0.4745603942372881,-0.28357835869565207
OV1369-R2,HGS,chr5,140786465,141478264,364,253.981,0.0642736,-0.008834794237288099,0.18214724130434795
OV1369-R2,HGS,chr5,141478264,147418658,367,269.494,-0.384836,-0.4579443942372881,-0.2669623586956521
OV1369-R2,HGS,chr5,147424816,157029873,821,581.79,0.179467,0.10635860576271189,0.2973406413043479
OV1369-R2,HGS,chr5,157032768,176085077,848,627.684,0.574102,0.5009936057627119,0.691975641304348
OV1369-R2,HGS,chr5,176087061,180949034,609,414.762,1.0453,0.9721916057627118,1.1631736413043479
OV1369-R2,HGS,chr5,180949184,181472506,53,40.7168,-0.176243,-0.2493513942372881,-0.058369358695652074
OV1369-R2,HGS,chr6,105905,8097486,453,339.197,-0.181186,-0.2542943942372881,-0.06331235869565208
OV1369-R2,HGS,chr6,8411534,53883031,4648,3277.29,0.229446,0.1563376057627119,0.34731964130434795
OV1369-R2,HGS,chr6,53883857,63229315,377,314.129,0.706297,0.6331886057627119,0.8241706413043479
OV1369-R2,HGS,chr6,63229433,90571817,1413,1148.94,0.27824,0.2051316057627119,0.3961136413043479
OV1369-R2,HGS,chr6,93241553,115942190,1057,846.587,0.221316,0.1482076057627119,0.3391896413043479
OV1369-R2,HGS,chr6,115942397,127280399,544,436.654,-0.432088,-0.5051963942372881,-0.31421435869565206
OV1369-R2,HGS,chr6,127286552,155455836,1917,1481.22,0.144814,0.0717056057627119,0.26268764130434796
OV1369-R2,HGS,chr6,155946740,170745941,851,599.725,-0.350981,-0.4240893942372881,-0.23310735869565205
OV1369-R2,HGS,chr7,20809,6824561,509,337.815,-0.113358,-0.1864663942372881,0.0045156413043479365
OV1369-R2,HGS,chr7,6824626,37342711,1620,1253.13,-0.375118,-0.4482263942372881,-0.2572443586956521
OV1369-R2,HGS,chr7,37740340,38214455,26,20.9216,-1.47715,-1.550258394237288,-1.359276358695652
OV1369-R2,HGS,chr7,38216989,53780051,805,557.283,-0.348621,-0.4217293942372881,-0.23074735869565208
OV1369-R2,HGS,chr7,53787106,55872063,103,75.5691,0.504599,0.4314906057627119,0.622472641304348
OV1369-R2,HGS,chr7,55912628,57637220,92,65.2385,-0.420752,-0.4938603942372881,-0.30287835869565205
OV1369-R2,HGS,chr7,63124580,66640453,242,177.169,-0.519826,-0.5929343942372881,-0.40195235869565205
OV1369-R2,HGS,chr7,66771866,67320166,60,42.324,0.770754,0.697645605762712,0.888627641304348
OV1369-R2,HGS,chr7,69606557,70698654,13,10.0811,-1.17151,-1.2446183942372882,-1.053636358695652
OV1369-R2,HGS,chr7,70701791,72940584,92,63.221,0.198361,0.1252526057627119,0.316234641304348
OV1369-R2,HGS,chr7,72940759,74735556,274,177.737,0.897615,0.824506605762712,1.015488641304348
OV1369-R2,HGS,chr7,74736469,75359253,159,102.995,1.48907,1.4159616057627118,1.6069436413043479
OV1369-R2,HGS,chr7,75361970,81959839,396,292.006,0.914514,0.841405605762712,1.032387641304348
OV1369-R2,HGS,chr7,81961836,91997714,512,420.498,1.32908,1.255971605762712,1.446953641304348
OV1369-R2,HGS,chr7,92000999,92731934,183,151.223,1.68415,1.611041605762712,1.802023641304348
OV1369-R2,HGS,chr7,92737827,100758392,934,649.484,1.20643,1.1333216057627118,1.3243036413043479
OV1369-R2,HGS,chr7,100759660,100991084,75,41.6318,0.527701,0.4545926057627119,0.6455746413043479
OV1369-R2,HGS,chr7,100991084,101004211,45,25.9891,1.89922,1.8261116057627118,2.017093641304348
OV1369-R2,HGS,chr7,101004211,113084892,1037,775.911,0.93658,0.8634716057627119,1.054453641304348
OV1369-R2,HGS,chr7,113085990,133170518,1157,853.441,0.51426,0.44115160576271195,0.632133641304348
OV1369-R2,HGS,chr7,133253052,140850222,647,474.105,0.23337,0.1602616057627119,0.35124364130434793
OV1369-R2,HGS,chr7,141002265,142958019,319,221.94,-0.118707,-0.1918153942372881,-8.333586956520561e-4
OV1369-R2,HGS,chr7,142958243,159142555,1201,797.805,0.6846,0.6114916057627119,0.802473641304348
OV1369-R2,HGS,chr8,166072,19819691,1018,713.312,0.48179,0.4086816057627119,0.5996636413043479
OV1369-R2,HGS,chr8,19820326,22688795,235,154.883,-0.502027,-0.5751353942372881,-0.38415335869565204
OV1369-R2,HGS,chr8,22688824,23291543,65,37.1685,-1.69125,-1.764358394237288,-1.573376358695652
OV1369-R2,HGS,chr8,23298825,36905834,789,584.526,-0.417246,-0.4903543942372881,-0.29937235869565204
OV1369-R2,HGS,chr8,36909240,43560783,629,462.47,0.187106,0.1139976057627119,0.30497964130434796
OV1369-R2,HGS,chr8,46974518,70657938,1065,852.125,0.240999,0.1678906057627119,0.35887264130434793
OV1369-R2,HGS,chr8,70661693,76850423,223,178.487,-0.399319,-0.4724273942372881,-0.281445358695652
OV1369-R2,HGS,chr8,76850868,104381375,1399,1124.34,0.21374,0.14063160576271191,0.33161364130434795
OV1369-R2,HGS,chr8,104381729,109972506,238,193.998,-0.4704,-0.543508394237288,-0.3525263586956521
OV1369-R2,HGS,chr8,109972506,115413085,91,76.8472,0.188559,0.1154506057627119,0.30643264130434794
OV1369-R2,HGS,chr8,115413429,123813254,422,329.625,0.591823,0.5187146057627119,0.709696641304348
OV1369-R2,HGS,chr8,123814227,130780933,245,189.491,1.01889,0.945781605762712,1.136763641304348
OV1369-R2,HGS,chr8,130783625,138844180,334,238.651,0.743191,0.670082605762712,0.861064641304348
OV1369-R2,HGS,chr8,139618196,145054207,283,174.405,1.27188,1.1987716057627118,1.3897536413043479
OV1369-R2,HGS,chr9,18896,20789659,1077,834.168,-1.36399,-1.4370983942372881,-1.246116358695652
OV1369-R2,HGS,chr9,20819785,23766812,47,105.86,-7.99724,-8.070348394237287,-7.879366358695652
OV1369-R2,HGS,chr9,26109942,27359254,87,68.686,-1.46147,-1.5345783942372881,-1.343596358695652
OV1369-R2,HGS,chr9,27378275,43042488,1316,913.982,-0.335531,-0.4086393942372881,-0.2176573586956521
OV1369-R2,HGS,chr9,60832593,77922372,929,696.112,-0.238224,-0.3113323942372881,-0.12035035869565205
OV1369-R2,HGS,chr9,78239986,80734443,51,40.9278,0.44526,0.3721516057627119,0.563133641304348
OV1369-R2,HGS,chr9,81584108,87010210,362,281.026,-0.341401,-0.4145093942372881,-0.22352735869565207
OV1369-R2,HGS,chr9,87156562,114016202,2170,1611.91,0.608414,0.5353056057627119,0.726287641304348
OV1369-R2,HGS,chr9,114016677,119885066,269,178.073,-0.583012,-0.6561203942372881,-0.465138358695652
OV1369-R2,HGS,chr9,120190281,120572067,40,29.8622,0.351284,0.2781756057627119,0.4691576413043479
OV1369-R2,HGS,chr9,120602362,123160474,391,288.409,-1.30075,-1.3738583942372882,-1.182876358695652
OV1369-R2,HGS,chr9,123160930,129978658,812,523.153,-0.289178,-0.3622863942372881,-0.17130435869565205
OV1369-R2,HGS,chr9,129979283,133789360,479,311.826,0.304162,0.2310536057627119,0.4220356413043479
OV1369-R2,HGS,chr9,133791733,138243727,340,187.302,0.879273,0.8061646057627119,0.9971466413043479
OV1369-R2,HGS,chr10,46938,38718149,2300,1744.82,0.181025,0.10791660576271189,0.29889864130434796
OV1369-R2,HGS,chr10,42185472,133778786,6693,4904.87,0.205063,0.1319546057627119,0.32293664130434796
OV1369-R2,HGS,chr11,86635,3825138,311,183.898,-0.236821,-0.3099293942372881,-0.11894735869565207
OV1369-R2,HGS,chr11,3825240,7706410,764,544.138,-0.634457,-0.7075653942372881,-0.5165833586956521
OV1369-R2,HGS,chr11,7728033,20408059,1160,855.08,-0.363269,-0.4363773942372881,-0.24539535869565207
OV1369-R2,HGS,chr11,20452106,26996304,170,134.638,-0.744945,-0.8180533942372881,-0.627071358695652
OV1369-R2,HGS,chr11,26996304,50422356,1440,1063.76,-0.411557,-0.4846653942372881,-0.2936833586956521
OV1369-R2,HGS,chr11,54591437,60737065,862,643.324,-0.552667,-0.6257753942372881,-0.43479335869565205
OV1369-R2,HGS,chr11,60738860,62807676,477,287.245,-0.166311,-0.23941939423728809,-0.04843735869565205
OV1369-R2,HGS,chr11,62824074,63598789,115,79.6598,-0.620258,-0.6933663942372881,-0.502384358695652
OV1369-R2,HGS,chr11,63628933,70435213,852,517.005,0.256122,0.18301360576271192,0.3739956413043479
OV1369-R2,HGS,chr11,70435422,96392495,1810,1327.5,0.602687,0.5295786057627119,0.7205606413043479
OV1369-R2,HGS,chr11,96392762,116877102,1236,961.877,-0.433183,-0.5062913942372881,-0.315309358695652
OV1369-R2,HGS,chr11,116893913,121190816,740,487.889,0.178381,0.10527260576271191,0.296254641304348
OV1369-R2,HGS,chr11,121303358,134450849,949,664.352,-0.508237,-0.5813453942372881,-0.3903633586956521
OV1369-R2,HGS,chr12,15058,5046784,525,364.876,0.195577,0.1224686057627119,0.31345064130434797
OV1369-R2,HGS,chr12,5366733,8834731,661,433.307,1.17323,1.100121605762712,1.291103641304348
OV1369-R2,HGS,chr12,8835434,21373451,1096,836.667,0.767954,0.6948456057627119,0.885827641304348
OV1369-R2,HGS,chr12,21378209,22459576,124,101.054,-1.45613,-1.529238394237288,-1.338256358695652
OV1369-R2,HGS,chr12,22469659,23949642,56,46.2471,0.824107,0.7509986057627119,0.941980641304348
OV1369-R2,HGS,chr12,24212365,26956721,198,158.956,1.39052,1.3174116057627119,1.508393641304348
OV1369-R2,HGS,chr12,26957519,31086222,259,209.23,0.837487,0.7643786057627119,0.955360641304348
OV1369-R2,HGS,chr12,31087895,31386327,60,44.8279,1.42488,1.3517716057627118,1.5427536413043479
OV1369-R2,HGS,chr12,31387572,34026928,145,115.855,0.767587,0.6944786057627119,0.885460641304348
OV1369-R2,HGS,chr12,37934057,57498334,3019,2081.4,-0.441333,-0.5144413942372881,-0.323459358695652
OV1369-R2,HGS,chr12,57498399,100039812,2276,1821.96,0.214046,0.1409376057627119,0.3319196413043479
OV1369-R2,HGS,chr12,100047519,133227152,3169,2259.77,-0.337843,-0.4109513942372881,-0.21996935869565207
OV1369-R2,HGS,chr13,18467826,19663172,87,62.9838,0.145307,0.07219860576271189,0.26318064130434793
OV1369-R2,HGS,chr13,19666379,20568037,68,52.8555,-0.538109,-0.611217394237288,-0.420235358695652
OV1369-R2,HGS,chr13,20574365,21177414,78,64.0172,-1.35991,-1.433018394237288,-1.242036358695652
OV1369-R2,HGS,chr13,21177414,45283621,1662,1307.79,-0.448623,-0.5217313942372881,-0.33074935869565203
OV1369-R2,HGS,chr13,45337324,46822004,173,132.469,0.949943,0.8768346057627119,1.067816641304348
OV1369-R2,HGS,chr13,46834815,54441337,535,419.877,0.273155,0.20004660576271188,0.3910286413043479
OV1369-R2,HGS,chr13,57141268,73075916,201,160.812,0.269186,0.19607760576271188,0.3870596413043479
OV1369-R2,HGS,chr13,73686073,94027931,394,316.245,-1.24975,-1.322858394237288,-1.131876358695652
OV1369-R2,HGS,chr13,94286261,94403666,3,7.4712,-6.33894,-6.412048394237289,-6.221066358695652
OV1369-R2,HGS,chr13,94439834,94710981,32,26.2664,-0.408963,-0.4820713942372881,-0.2910893586956521
OV1369-R2,HGS,chr13,95020417,98365475,174,140.537,-1.20968,-1.2827883942372882,-1.0918063586956521
OV1369-R2,HGS,chr13,98368093,114009485,889,645.575,-0.249573,-0.3226813942372881,-0.13169935869565205
OV1369-R2,HGS,chr13,114011147,114327328,39,29.1806,-1.33769,-1.4107983942372881,-1.219816358695652
OV1369-R2,HGS,chr14,18333720,19713948,71,48.6217,0.81631,0.7432016057627119,0.934183641304348
OV1369-R2,HGS,chr14,19747404,26423019,1260,834.835,0.0748683,0.0017599057627118997,0.19274194130434794
OV1369-R2,HGS,chr14,26431713,35761037,464,384.575,0.68295,0.6098416057627118,0.8008236413043479
OV1369-R2,HGS,chr14,35831392,51728832,699,564.949,-0.358698,-0.4318063942372881,-0.24082435869565208
OV1369-R2,HGS,chr14,51729644,66681205,1162,922.848,0.25533,0.1822216057627119,0.3732036413043479
OV1369-R2,HGS,chr14,66769059,67169046,22,16.8431,-0.784372,-0.8574803942372881,-0.666498358695652
OV1369-R2,HGS,chr14,67179563,82692786,1366,978.516,0.200244,0.1271356057627119,0.31811764130434794
OV1369-R2,HGS,chr14,85529662,90397291,247,193.816,0.287178,0.2140696057627119,0.4050516413043479
OV1369-R2,HGS,chr14,90399033,92327281,217,162.648,-1.16303,-1.236138394237288,-1.045156358695652
OV1369-R2,HGS,chr14,92430320,105856241,1142,789.786,-0.260805,-0.3339133942372881,-0.14293135869565207
OV1369-R2,HGS,chr14,105864175,105914433,17,7.86289,1.31048,1.237371605762712,1.428353641304348
OV1369-R2,HGS,chr14,105916778,106875054,116,69.3095,-0.544739,-0.6178473942372881,-0.426865358695652
OV1369-R2,HGS,chr15,19878487,22428467,185,119.804,0.134584,0.06147560576271191,0.25245764130434795
OV1369-R2,HGS,chr15,22430930,35410925,1347,912.136,0.692207,0.6190986057627119,0.810080641304348
OV1369-R2,HGS,chr15,35450621,45689247,1606,1142.56,-0.381838,-0.4549463942372881,-0.26396435869565205
OV1369-R2,HGS,chr15,47242190,59158392,1158,934.938,-0.353964,-0.4270723942372881,-0.23609035869565206
OV1369-R2,HGS,chr15,59160999,60354243,76,57.7618,0.695353,0.6222446057627119,0.813226641304348
OV1369-R2,HGS,chr15,60355791,69455527,1004,730.262,-0.311671,-0.3847793942372881,-0.19379735869565204
OV1369-R2,HGS,chr15,69785404,71660751,80,59.463,0.297201,0.2240926057627119,0.4150746413043479
OV1369-R2,HGS,chr15,71728514,75933547,572,366.533,-1.39005,-1.463158394237288,-1.272176358695652
OV1369-R2,HGS,chr15,75943583,101976614,1863,1302.51,-0.334405,-0.4075133942372881,-0.21653135869565207
OV1369-R2,HGS,chr16,14031,7712520,739,445.998,0.501314,0.42820560576271194,0.619187641304348
OV1369-R2,HGS,chr16,7899327,29438236,2199,1521.04,-0.274656,-0.3477643942372881,-0.15678235869565207
OV1369-R2,HGS,chr16,29438678,35902123,708,422.866,0.227825,0.1547166057627119,0.3456986413043479
OV1369-R2,HGS,chr16,46473918,50328766,330,241.531,-0.257071,-0.3301793942372881,-0.13919735869565206
OV1369-R2,HGS,chr16,50339965,71285963,1754,1187.14,0.26278,0.18967160576271191,0.380653641304348
OV1369-R2,HGS,chr16,71374697,79595604,604,433.089,-0.320363,-0.3934713942372881,-0.20248935869565207
OV1369-R2,HGS,chr16,79596029,90186174,629,392.678,0.362179,0.2890706057627119,0.4800526413043479
OV1369-R2,HGS,chr17,161404,5373503,832,541.335,-0.20661,-0.27971839423728806,-0.08873635869565205
OV1369-R2,HGS,chr17,5377058,7655932,455,278.966,0.333831,0.2607226057627119,0.45170464130434795
OV1369-R2,HGS,chr17,7669557,16949040,1104,743.731,-0.386764,-0.4598723942372881,-0.26889035869565203
OV1369-R2,HGS,chr17,16971952,22525403,601,376.857,-0.159766,-0.2328743942372881,-0.041892358695652054
OV1369-R2,HGS,chr17,26981748,36157015,1289,899.802,-0.350114,-0.4232223942372881,-0.23224035869565204
OV1369-R2,HGS,chr17,36165892,69216027,4639,3183.87,0.258189,0.1850806057627119,0.37606264130434797
OV1369-R2,HGS,chr17,69216165,77429964,675,442.441,-0.303108,-0.3762163942372881,-0.18523435869565205
OV1369-R2,HGS,chr17,77430477,83240468,541,310.676,0.448364,0.3752556057627119,0.566237641304348
OV1369-R2,HGS,chr18,47271,9956679,571,434.999,0.252902,0.17979360576271192,0.3707756413043479
OV1369-R2,HGS,chr18,10468408,13096365,253,185.844,0.937158,0.864049605762712,1.055031641304348
OV1369-R2,HGS,chr18,13099465,15326070,148,118.496,0.44733,0.3742216057627119,0.565203641304348
OV1369-R2,HGS,chr18,20949794,23813139,249,196.596,0.618629,0.5455206057627119,0.736502641304348
OV1369-R2,HGS,chr18,23814390,56616339,1440,1092.94,0.184848,0.11173960576271191,0.302721641304348
OV1369-R2,HGS,chr18,56617942,79977711,878,678.761,0.647786,0.5746776057627119,0.7656596413043479
OV1369-R2,HGS,chr18,80036626,80202942,24,15.9081,-1.38755,-1.4606583942372882,-1.269676358695652
OV1369-R2,HGS,chr19,60655,8065860,721,419.502,-0.186721,-0.2598293942372881,-0.06884735869565206
OV1369-R2,HGS,chr19,8071970,8868618,94,54.8909,-0.556611,-0.6297193942372881,-0.438737358695652
OV1369-R2,HGS,chr19,8871444,9036068,197,140.31,-1.26954,-1.342648394237288,-1.151666358695652
OV1369-R2,HGS,chr19,9093233,9810700,141,108.708,-0.59915,-0.6722583942372881,-0.481276358695652
OV1369-R2,HGS,chr19,9820254,12465249,530,342.743,-0.087887,-0.1609953942372881,0.02998664130434793
OV1369-R2,HGS,chr19,12465249,19680310,1026,579.986,0.330321,0.2572126057627119,0.44819464130434794
OV1369-R2,HGS,chr19,19711318,24162489,402,315.34,-0.155916,-0.2290243942372881,-0.03804235869565206
OV1369-R2,HGS,chr19,28724163,36238506,629,407.521,0.244916,0.1718076057627119,0.36278964130434793
OV1369-R2,HGS,chr19,36315351,58599511,4124,2688.27,-0.49591,-0.5690183942372882,-0.3780363586956521
OV1369-R2,HGS,chr20,60132,11919190,880,617.86,0.716791,0.6436826057627119,0.8346646413043479
OV1369-R2,HGS,chr20,11919654,26114052,702,508.045,0.228158,0.1550496057627119,0.34603164130434794
OV1369-R2,HGS,chr20,30214865,34634725,511,325.569,0.179453,0.1063446057627119,0.29732664130434794
OV1369-R2,HGS,chr20,34637865,40687171,784,523.84,0.670995,0.5978866057627119,0.788868641304348
OV1369-R2,HGS,chr20,40687868,53253653,1070,704.883,-0.390451,-0.4635593942372881,-0.27257735869565203
OV1369-R2,HGS,chr20,53253923,64303247,632,419.166,0.292808,0.2196996057627119,0.4106816413043479
OV1369-R2,HGS,chr21,8594486,18561810,304,237.354,-0.318555,-0.3916633942372881,-0.20068135869565204
OV1369-R2,HGS,chr21,20998481,29654896,238,191.133,-0.344789,-0.4178973942372881,-0.22691535869565208
OV1369-R2,HGS,chr21,29672951,31267030,92,62.1814,-0.826008,-0.8991163942372881,-0.708134358695652
OV1369-R2,HGS,chr21,31531704,43067828,1155,833.987,-0.268364,-0.3414723942372881,-0.15049035869565205
OV1369-R2,HGS,chr21,43068498,46532301,316,189.701,0.395044,0.3219356057627119,0.5129176413043479
OV1369-R2,HGS,chr21,46533463,46691303,32,20.8186,-0.312829,-0.3859373942372881,-0.1949553586956521
