row,symbol,uniprot,symbol_representative,n_peptides,n_unique_peptides,npeptides_quant,qvalue,cv_replicates,isoDoping,present_n_lines,present_n_plex,pass_presence50,complete_case,zero_plex
TBC1D9B,TBC1D9B,Q66K14,TRUE,18,18,18,0,2.950004494810273,FALSE,31,5,TRUE,TRUE,FALSE
MAP1S,MAP1S,Q66K74,TRUE,21,21,21,0,4.886719902186249,FALSE,31,5,TRUE,TRUE,FALSE
PPP2R2D,PPP2R2D,Q66LE6,TRUE,13,3,3,0,NA,FALSE,13,2,FALSE,FALSE,FALSE
ARL6IP4,ARL6IP4,Q66PJ3,TRUE,11,11,11,0,4.244311925465217,FALSE,31,5,TRUE,TRUE,FALSE
KAZN,KAZN,Q674X7,TRUE,10,10,10,0,7.117503623113014,FALSE,31,5,TRUE,TRUE,FALSE
ATG16L1,ATG16L1,Q676U5,TRUE,24,23,23,0,5.721175942008224,FALSE,31,5,TRUE,TRUE,FALSE
STEAP4,STEAP4,Q687X5,TRUE,7,7,7,0,26.96147213244011,FALSE,24,4,TRUE,FALSE,FALSE
HGSNAT,HGSNAT,Q68CP4,TRUE,3,3,3,0,20.41869921182854,FALSE,13,2,FALSE,FALSE,FALSE
ARID2,ARID2,Q68CP9,TRUE,31,31,31,0,3.616887213687003,FALSE,31,5,TRUE,TRUE,FALSE
DIEXF,DIEXF,Q68CQ4,TRUE,22,22,22,0,5.827409132450965,FALSE,31,5,TRUE,TRUE,FALSE
GLT8D1,GLT8D1,Q68CQ7,TRUE,10,10,10,0,3.224670601157983,FALSE,31,5,TRUE,TRUE,FALSE
SEL1L3,SEL1L3,Q68CR1,TRUE,6,6,6,0,6.943966359972928,FALSE,31,5,TRUE,TRUE,FALSE
TNS3,TNS3,Q68CZ2,TRUE,47,43,43,0,2.042314780536818,FALSE,31,5,TRUE,TRUE,FALSE
HAUS3,HAUS3,Q68CZ6,TRUE,9,9,9,0,6.151167838857674,FALSE,31,5,TRUE,TRUE,FALSE
SPTY2D1,SPTY2D1,Q68D10,TRUE,15,15,15,0,1.183036592143929,FALSE,31,5,TRUE,TRUE,FALSE
MBLAC2,MBLAC2,Q68D91,TRUE,7,7,7,0,28.66904903114322,FALSE,31,5,TRUE,TRUE,FALSE
LMBRD2,LMBRD2,Q68DH5,TRUE,5,5,5,0,4.453927566087131,FALSE,31,5,TRUE,TRUE,FALSE
ZFYVE26,ZFYVE26,Q68DK2,TRUE,11,10,10,0,4.89715451177153,FALSE,31,5,TRUE,TRUE,FALSE
MSL1,MSL1,Q68DK7,TRUE,16,16,16,0,7.250426741054484,FALSE,31,5,TRUE,TRUE,FALSE
CRYBG3,CRYBG3,Q68DQ2,TRUE,8,8,8,0,7.72261615377322,FALSE,19,3,TRUE,FALSE,FALSE
INTS3,INTS3,Q68E01,TRUE,19,19,19,0,2.738427297292933,FALSE,31,5,TRUE,TRUE,FALSE
ARHGAP17,ARHGAP17,Q68EM7,TRUE,22,22,22,0,1.91750040743777,FALSE,31,5,TRUE,TRUE,FALSE
CDCA2,CDCA2,Q69YH5,TRUE,15,15,15,0,1.913391219225552,FALSE,31,5,TRUE,TRUE,FALSE
NAIF1,NAIF1,Q69YI7,TRUE,2,2,2,0.002,NA,FALSE,12,2,FALSE,FALSE,FALSE
NCBP2-AS2,NCBP2-AS2,Q69YL0,TRUE,5,5,5,0,4.944653114154131,FALSE,31,5,TRUE,TRUE,FALSE
CWF19L1,CWF19L1,Q69YN2,TRUE,27,27,27,0,2.620357006523049,FALSE,31,5,TRUE,TRUE,FALSE
VIRMA,VIRMA,Q69YN4,TRUE,26,26,26,0,4.217453797778042,FALSE,31,5,TRUE,TRUE,FALSE
SPECC1L,SPECC1L,Q69YQ0,TRUE,62,61,61,0,2.181089116247668,FALSE,31,5,TRUE,TRUE,FALSE
C12orf73,C12orf73,Q69YU5,TRUE,6,6,6,0,8.817525375290595,FALSE,31,5,TRUE,TRUE,FALSE
ANKRD40,ANKRD40,Q6AI12,TRUE,3,3,3,0,32.76110380654445,FALSE,31,5,TRUE,TRUE,FALSE
WWC2,WWC2,Q6AWC2,TRUE,7,7,7,0,21.39471138800491,FALSE,26,4,TRUE,FALSE,FALSE
SCARA3,SCARA3,Q6AZY7,TRUE,5,5,5,0,6.612725586258161,FALSE,24,4,TRUE,FALSE,FALSE
CYB5R2,CYB5R2,Q6BCY4,TRUE,9,9,9,0,14.12308361725062,FALSE,26,4,TRUE,FALSE,FALSE
UHRF1BP1,UHRF1BP1,Q6BDS2,TRUE,13,10,10,0,6.756483931412598,FALSE,31,5,TRUE,TRUE,FALSE
ZNF787,ZNF787,Q6DD87,TRUE,10,10,10,0,5.168169787598895,FALSE,31,5,TRUE,TRUE,FALSE
ATL3,ATL3,Q6DD88,TRUE,27,27,27,0,6.52730266661278,FALSE,31,5,TRUE,TRUE,FALSE
RPL7L1,RPL7L1,Q6DKI1,TRUE,16,16,16,0,4.459183080137042,FALSE,31,5,TRUE,TRUE,FALSE
NXN,NXN,Q6DKJ4,TRUE,9,9,9,0,8.703456286205117,FALSE,31,5,TRUE,TRUE,FALSE
TTC19,TTC19,Q6DKK2,TRUE,17,17,17,0,2.689048250255222,FALSE,31,5,TRUE,TRUE,FALSE
IQSEC1,IQSEC1,Q6DN90,TRUE,6,3,3,0,6.878205237576035,FALSE,31,5,TRUE,TRUE,FALSE
CDC42BPG,CDC42BPG,Q6DT37,TRUE,15,14,14,0,3.433447653712319,FALSE,31,5,TRUE,TRUE,FALSE
GTF2IRD2B,GTF2IRD2B,Q6EKJ0,TRUE,7,1,1,0,NA,FALSE,0,0,FALSE,FALSE,TRUE
VASN,VASN,Q6EMK4,TRUE,3,3,3,0,9.84683832791208,FALSE,31,5,TRUE,TRUE,FALSE
CIAPIN1,CIAPIN1,Q6FI81,TRUE,19,19,18,0,2.963548739071158,FALSE,31,5,TRUE,TRUE,FALSE
ZFAND6,ZFAND6,Q6FIF0,TRUE,5,4,4,0,8.401922058955316,FALSE,31,5,TRUE,TRUE,FALSE
SMYD5,SMYD5,Q6GMV2,TRUE,5,5,5,0,8.065839449371383,FALSE,31,5,TRUE,TRUE,FALSE
PTRHD1,PTRHD1,Q6GMV3,TRUE,9,9,9,0,6.722291000965028,FALSE,31,5,TRUE,TRUE,FALSE
OTUD7B,OTUD7B,Q6GQQ9,TRUE,14,14,14,0,6.034865126384044,FALSE,31,5,TRUE,TRUE,FALSE
RALGAPA1,RALGAPA1,Q6GYQ0,TRUE,6,5,5,0,11.36891078931707,FALSE,26,4,TRUE,FALSE,FALSE
THOC7,THOC7,Q6I9Y2,TRUE,14,13,13,0,4.643001942221433,FALSE,31,5,TRUE,TRUE,FALSE
SIGIRR,SIGIRR,Q6IA17,TRUE,3,3,3,0,12.17559030374205,FALSE,31,5,TRUE,TRUE,FALSE
NADSYN1,NADSYN1,Q6IA69,TRUE,12,12,12,0,4.733743546864657,FALSE,31,5,TRUE,TRUE,FALSE
ELP2,ELP2,Q6IA86,TRUE,11,11,11,0,10.16463363931597,FALSE,31,5,TRUE,TRUE,FALSE
LAMTOR1,LAMTOR1,Q6IAA8,TRUE,10,10,10,0,4.679142604908597,FALSE,31,5,TRUE,TRUE,FALSE
DHRS7B,DHRS7B,Q6IAN0,TRUE,10,10,10,0,4.827725049391624,FALSE,31,5,TRUE,TRUE,FALSE
TWF2,TWF2,Q6IBS0,TRUE,28,23,23,0,2.338482240595534,FALSE,31,5,TRUE,TRUE,FALSE
NCAPH2,NCAPH2,Q6IBW4,TRUE,6,6,6,0,11.06208763525582,FALSE,31,5,TRUE,TRUE,FALSE
GRAMD4,GRAMD4,Q6IC98,TRUE,5,5,5,0,22.67097416976018,FALSE,31,5,TRUE,TRUE,FALSE
DESI1,DESI1,Q6ICB0,TRUE,2,2,2,0.004,NA,FALSE,13,2,FALSE,FALSE,FALSE
KIAA0930,KIAA0930,Q6ICG6,TRUE,2,2,2,0.004,NA,FALSE,6,1,FALSE,FALSE,FALSE
JADE1,JADE1,Q6IE81,TRUE,7,5,5,0,2.073783020402566,FALSE,20,3,TRUE,FALSE,FALSE
SNRNP48,SNRNP48,Q6IEG0,TRUE,3,3,3,0,NA,FALSE,12,2,FALSE,FALSE,FALSE
MRM1,MRM1,Q6IN84,TRUE,9,9,9,0,9.634183739659687,FALSE,31,5,TRUE,TRUE,FALSE
PPP4R3A,PPP4R3A,Q6IN85,TRUE,22,14,14,0,8.60270115109569,FALSE,31,5,TRUE,TRUE,FALSE
ETFRF1,ETFRF1,Q6IPR1,TRUE,3,3,3,0,36.29167350744583,FALSE,13,2,FALSE,FALSE,FALSE
TYW3,TYW3,Q6IPR3,TRUE,2,2,2,0.003,26.1709184943726,FALSE,20,3,TRUE,FALSE,FALSE
ZNF770,ZNF770,Q6IQ21,TRUE,4,4,4,0,22.4421429761905,FALSE,31,5,TRUE,TRUE,FALSE
RAB12,RAB12,Q6IQ22,TRUE,19,18,18,0,4.610488831080428,FALSE,31,5,TRUE,TRUE,FALSE
PLEKHA7,PLEKHA7,Q6IQ23,TRUE,18,18,18,0,2.778967787870664,FALSE,31,5,TRUE,TRUE,FALSE
ADNP2,ADNP2,Q6IQ32,TRUE,3,3,3,0.001,16.96553518923361,FALSE,31,5,TRUE,TRUE,FALSE
SDE2,SDE2,Q6IQ49,TRUE,16,16,16,0,4.580936784238855,FALSE,31,5,TRUE,TRUE,FALSE
GRHL2,GRHL2,Q6ISB3,TRUE,18,18,18,0,6.151568314412564,FALSE,31,5,TRUE,TRUE,FALSE
ACAD10,ACAD10,Q6JQN1,TRUE,39,39,39,0,4.198479499948046,FALSE,31,5,TRUE,TRUE,FALSE
KRT80,KRT80,Q6KB66,TRUE,47,45,45,0,4.269557507298587,FALSE,31,5,TRUE,TRUE,FALSE
NIPBL,NIPBL,Q6KC79,TRUE,81,81,81,0,4.9847544822431,FALSE,31,5,TRUE,TRUE,FALSE
SLC25A25,SLC25A25,Q6KCM7,TRUE,4,4,4,0,5.840403123280476,FALSE,31,5,TRUE,TRUE,FALSE
PDE12,PDE12,Q6L8Q7,TRUE,22,22,22,0,1.305183842221094,FALSE,31,5,TRUE,TRUE,FALSE
LIN54,LIN54,Q6MZP7,TRUE,16,16,16,0,3.323690120167275,FALSE,31,5,TRUE,TRUE,FALSE
ZNF280D,ZNF280D,Q6N043,TRUE,8,6,6,0,7.493364544585722,FALSE,31,5,TRUE,TRUE,FALSE
OGFOD2,OGFOD2,Q6N063,TRUE,2,2,2,0.001,6.98683380191458,FALSE,13,2,FALSE,FALSE,FALSE
NAA16,NAA16,Q6N069,TRUE,17,7,7,0,13.75690763016918,FALSE,31,5,TRUE,TRUE,FALSE
ALKBH2,ALKBH2,Q6NS38,TRUE,3,3,3,0,21.94975354285927,FALSE,11,2,FALSE,FALSE,FALSE
PHLDB3,PHLDB3,Q6NSJ2,TRUE,2,2,2,0.004,NA,FALSE,13,2,FALSE,FALSE,FALSE
LRRC8E,LRRC8E,Q6NSJ5,TRUE,9,8,8,0,15.12145669347973,FALSE,31,5,TRUE,TRUE,FALSE
MRNIP,MRNIP,Q6NTE8,TRUE,2,2,2,0.004,12.94832027056081,FALSE,31,5,TRUE,TRUE,FALSE
RHBDD2,RHBDD2,Q6NTF9,TRUE,3,3,3,0.001,6.134801672184522,FALSE,24,4,TRUE,FALSE,FALSE
SLC25A24,SLC25A24,Q6NUK1,TRUE,42,42,42,0,1.936072812478724,FALSE,31,5,TRUE,TRUE,FALSE
REEP3,REEP3,Q6NUK4,TRUE,5,5,5,0,6.714444644518638,FALSE,31,5,TRUE,TRUE,FALSE
RETSAT,RETSAT,Q6NUM9,TRUE,30,30,30,0,5.637783526249708,FALSE,31,5,TRUE,TRUE,FALSE
RINT1,RINT1,Q6NUQ1,TRUE,7,7,7,0,2.24635181045374,FALSE,31,5,TRUE,TRUE,FALSE
TMEM214,TMEM214,Q6NUQ4,TRUE,26,26,26,0,8.857787773889884,FALSE,31,5,TRUE,TRUE,FALSE
TCTN3,TCTN3,Q6NUS6,TRUE,3,3,3,0,3.268467647300607,FALSE,31,5,TRUE,TRUE,FALSE
HIBCH,HIBCH,Q6NVY1,TRUE,26,26,26,0,0.6345231401122572,FALSE,31,5,TRUE,TRUE,FALSE
RWDD4,RWDD4,Q6NW29,TRUE,2,2,2,0.001,0.810269620659507,FALSE,31,5,TRUE,TRUE,FALSE
NEPRO,NEPRO,Q6NW34,TRUE,19,19,19,0,1.974792140283795,FALSE,31,5,TRUE,TRUE,FALSE
PRPF40B,PRPF40B,Q6NWY9,TRUE,12,9,9,0,14.66760069192918,FALSE,25,4,TRUE,FALSE,FALSE
ARMC6,ARMC6,Q6NXE6,TRUE,11,11,11,0,6.817977285170124,FALSE,31,5,TRUE,TRUE,FALSE
ESRP1,ESRP1,Q6NXG1,TRUE,28,25,25,0,3.298394990498148,FALSE,31,5,TRUE,TRUE,FALSE
TTI2,TTI2,Q6NXR4,TRUE,3,3,3,0,15.52538441996098,FALSE,26,4,TRUE,FALSE,FALSE
ANKRD54,ANKRD54,Q6NXT1,TRUE,3,3,3,0.001,12.0269387653158,FALSE,31,5,TRUE,TRUE,FALSE
SLC30A6,SLC30A6,Q6NXT4,TRUE,4,4,4,0,22.65222469877219,FALSE,24,4,TRUE,FALSE,FALSE
TAPT1,TAPT1,Q6NXT6,TRUE,6,6,6,0,10.41912305987035,FALSE,31,5,TRUE,TRUE,FALSE
JMJD6,JMJD6,Q6NYC1,TRUE,8,8,8,0,19.52926833987709,FALSE,31,5,TRUE,TRUE,FALSE
PPP1R18,PPP1R18,Q6NYC8,TRUE,28,28,28,0,2.497624380252336,FALSE,31,5,TRUE,TRUE,FALSE
MZT2B,MZT2B,Q6NZ67,TRUE,4,1,1,0,4.852158159321023,FALSE,25,4,TRUE,FALSE,FALSE
CAVIN1,CAVIN1,Q6NZI2,TRUE,29,29,29,0,2.092483383541946,FALSE,31,5,TRUE,TRUE,FALSE
ZCCHC8,ZCCHC8,Q6NZY4,TRUE,35,35,35,0,4.593336327807016,FALSE,31,5,TRUE,TRUE,FALSE
RPUSD3,RPUSD3,Q6P087,TRUE,14,14,14,0,1.927240557303528,FALSE,31,5,TRUE,TRUE,FALSE
MIS18BP1,MIS18BP1,Q6P0N0,TRUE,4,4,4,0,12.35164698278979,FALSE,31,5,TRUE,TRUE,FALSE
DHX57,DHX57,Q6P158,TRUE,21,17,17,0,3.381078735049974,FALSE,31,5,TRUE,TRUE,FALSE
MRPL54,MRPL54,Q6P161,TRUE,3,3,3,0,17.90387216914153,FALSE,31,5,TRUE,TRUE,FALSE
ERAP2,ERAP2,Q6P179,TRUE,33,33,33,0,5.638882312011948,FALSE,31,5,TRUE,TRUE,FALSE
LPCAT3,LPCAT3,Q6P1A2,TRUE,4,4,4,0,9.392516063692316,FALSE,31,5,TRUE,TRUE,FALSE
CDC73,CDC73,Q6P1J9,TRUE,41,41,41,0,3.133104994189208,FALSE,31,5,TRUE,TRUE,FALSE
PMF1,PMF1,Q6P1K2,TRUE,7,7,7,0,4.181588860025531,FALSE,31,5,TRUE,TRUE,FALSE
FAM117B,FAM117B,Q6P1L5,TRUE,2,2,2,0.004,NA,FALSE,13,2,FALSE,FALSE,FALSE
MRPL14,MRPL14,Q6P1L8,TRUE,11,11,11,0,5.21800059993611,FALSE,31,5,TRUE,TRUE,FALSE
SLC27A4,SLC27A4,Q6P1M0,TRUE,26,26,26,0,4.091763849965252,FALSE,31,5,TRUE,TRUE,FALSE
LLGL2,LLGL2,Q6P1M3,TRUE,32,32,32,0,7.073656315196663,FALSE,31,5,TRUE,TRUE,FALSE
CC2D1A,CC2D1A,Q6P1N0,TRUE,34,33,33,0,0.6663090012076756,FALSE,31,5,TRUE,TRUE,FALSE
TATDN1,TATDN1,Q6P1N9,TRUE,20,19,19,0,5.859896427234569,FALSE,31,5,TRUE,TRUE,FALSE
LETMD1,LETMD1,Q6P1Q0,TRUE,3,3,3,0,8.136480226231058,FALSE,31,5,TRUE,TRUE,FALSE
METTL2B,METTL2B,Q6P1Q9,TRUE,3,3,3,0.001,NA,FALSE,0,0,FALSE,FALSE,TRUE
DUS1L,DUS1L,Q6P1R4,TRUE,11,11,11,0,5.627883155333288,FALSE,31,5,TRUE,TRUE,FALSE
C3orf33,C3orf33,Q6P1S2,TRUE,4,4,4,0,19.28538755215861,FALSE,31,5,TRUE,TRUE,FALSE
TAF2,TAF2,Q6P1X5,TRUE,5,5,5,0,12.65466140886549,FALSE,31,5,TRUE,TRUE,FALSE
C8orf82,C8orf82,Q6P1X6,TRUE,7,7,7,0,4.271869715574209,FALSE,31,5,TRUE,TRUE,FALSE
MED27,MED27,Q6P2C8,TRUE,8,8,8,0,4.913744754913814,FALSE,31,5,TRUE,TRUE,FALSE
EDC4,EDC4,Q6P2E9,TRUE,48,48,48,0,1.297817871582477,FALSE,31,5,TRUE,TRUE,FALSE
CEP85,CEP85,Q6P2H3,TRUE,6,6,6,0,7.580714502326398,FALSE,25,4,TRUE,FALSE,FALSE
FAHD2B,FAHD2B,Q6P2I3,TRUE,15,1,1,0,12.89605155788109,FALSE,31,5,TRUE,TRUE,FALSE
PRMT9,PRMT9,Q6P2P2,TRUE,10,10,10,0,11.44121295900861,FALSE,31,5,TRUE,TRUE,FALSE
PRPF8,PRPF8,Q6P2Q9,TRUE,140,140,139,0,2.805851087940603,FALSE,31,5,TRUE,TRUE,FALSE
SCYL2,SCYL2,Q6P3W7,TRUE,23,23,23,0,6.671023341022558,FALSE,31,5,TRUE,TRUE,FALSE
TTC27,TTC27,Q6P3X3,TRUE,14,14,14,0,2.550729830745477,FALSE,31,5,TRUE,TRUE,FALSE
MTFR2,MTFR2,Q6P444,TRUE,2,2,2,0.003,NA,FALSE,7,1,FALSE,FALSE,FALSE
SFXN4,SFXN4,Q6P4A7,TRUE,4,4,4,0,5.021183087976813,FALSE,31,5,TRUE,TRUE,FALSE
PLBD1,PLBD1,Q6P4A8,TRUE,12,12,12,0,9.532252684294605,FALSE,31,5,TRUE,TRUE,FALSE
CASC4,CASC4,Q6P4E1,TRUE,17,17,17,0,1.050488628736605,FALSE,31,5,TRUE,TRUE,FALSE
FDX2,FDX2,Q6P4F2,TRUE,2,2,2,0,4.844272927189924,FALSE,31,5,TRUE,TRUE,FALSE
ARHGAP11A,ARHGAP11A,Q6P4F7,TRUE,3,3,3,0.001,NA,FALSE,7,1,FALSE,FALSE,FALSE
WDR73,WDR73,Q6P4I2,TRUE,3,3,3,0,8.155583647879412,FALSE,31,5,TRUE,TRUE,FALSE
CNNM4,CNNM4,Q6P4Q7,TRUE,18,15,15,0,3.003909587107819,FALSE,31,5,TRUE,TRUE,FALSE
NFRKB,NFRKB,Q6P4R8,TRUE,18,18,18,0,6.128069968025427,FALSE,31,5,TRUE,TRUE,FALSE
MZT2A,MZT2A,Q6P582,TRUE,5,2,2,0,12.9808211936525,FALSE,11,2,FALSE,FALSE,FALSE
FAHD1,FAHD1,Q6P587,TRUE,14,14,14,0,4.757727696135506,FALSE,31,5,TRUE,TRUE,FALSE
KLC3,KLC3,Q6P597,TRUE,12,9,9,0,8.05688559064192,FALSE,31,5,TRUE,TRUE,FALSE
RPL22L1,RPL22L1,Q6P5R6,TRUE,7,5,5,0,11.92745847469666,FALSE,31,5,TRUE,TRUE,FALSE
ERICH5,ERICH5,Q6P6B1,TRUE,10,10,10,0,6.407620930471314,FALSE,25,4,TRUE,FALSE,FALSE
ALKBH5,ALKBH5,Q6P6C2,TRUE,12,12,12,0,5.453184594014512,FALSE,31,5,TRUE,TRUE,FALSE
PDXDC1,PDXDC1,Q6P996,TRUE,39,39,39,0,3.253214831215362,FALSE,31,5,TRUE,TRUE,FALSE
TLDC1,TLDC1,Q6P9B6,TRUE,15,15,15,0,4.456215334441324,FALSE,31,5,TRUE,TRUE,FALSE
INTS5,INTS5,Q6P9B9,TRUE,8,8,8,0,2.059034331558915,FALSE,31,5,TRUE,TRUE,FALSE
VWA1,VWA1,Q6PCB0,TRUE,5,5,5,0,7.601383010007671,FALSE,31,5,TRUE,TRUE,FALSE
RSBN1L,RSBN1L,Q6PCB5,TRUE,18,15,15,0,1.859701883222153,FALSE,31,5,TRUE,TRUE,FALSE
SLC27A1,SLC27A1,Q6PCB7,TRUE,13,13,13,0,11.27850532029307,FALSE,31,5,TRUE,TRUE,FALSE
EMB,EMB,Q6PCB8,TRUE,3,3,3,0,5.818263136898426,FALSE,31,5,TRUE,TRUE,FALSE
PGM2L1,PGM2L1,Q6PCE3,TRUE,22,21,21,0,4.206897182072121,FALSE,31,5,TRUE,TRUE,FALSE
CTR9,CTR9,Q6PD62,TRUE,38,38,38,0,3.890766052577243,FALSE,31,5,TRUE,TRUE,FALSE
AAGAB,AAGAB,Q6PD74,TRUE,5,5,5,0,6.484802274770194,FALSE,31,5,TRUE,TRUE,FALSE
PPIP5K1,PPIP5K1,Q6PFW1,TRUE,8,2,2,0,NA,FALSE,7,1,FALSE,FALSE,FALSE
TTC37,TTC37,Q6PGP7,TRUE,45,45,45,0,4.361530173566534,FALSE,31,5,TRUE,TRUE,FALSE
C16orf87,C16orf87,Q6PH81,TRUE,2,2,2,0.003,2.83425708530818,FALSE,31,5,TRUE,TRUE,FALSE
ULK3,ULK3,Q6PHR2,TRUE,2,2,2,0.001,26.46336027576391,FALSE,17,3,TRUE,FALSE,FALSE
KCTD18,KCTD18,Q6PI47,TRUE,6,6,6,0,7.893300549601168,FALSE,31,5,TRUE,TRUE,FALSE
DARS2,DARS2,Q6PI48,TRUE,41,41,41,0,3.838940634605271,FALSE,31,5,TRUE,TRUE,FALSE
TMEM65,TMEM65,Q6PI78,TRUE,5,5,5,0,4.032105488999946,FALSE,31,5,TRUE,TRUE,FALSE
INO80C,INO80C,Q6PI98,TRUE,3,3,3,0.001,2.008859895270345,FALSE,25,4,TRUE,FALSE,FALSE
TTC33,TTC33,Q6PID6,TRUE,7,7,7,0,10.05754644960836,FALSE,31,5,TRUE,TRUE,FALSE
CCDC174,CCDC174,Q6PII3,TRUE,12,12,12,0,2.001927040456069,FALSE,31,5,TRUE,TRUE,FALSE
FBXO38,FBXO38,Q6PIJ6,TRUE,7,7,7,0,9.27125625926728,FALSE,31,5,TRUE,TRUE,FALSE
NCEH1,NCEH1,Q6PIU2,TRUE,17,17,17,0,10.79588288169352,FALSE,31,5,TRUE,TRUE,FALSE
FIGNL1,FIGNL1,Q6PIW4,TRUE,6,5,5,0,2.685092308899299,FALSE,18,3,TRUE,FALSE,FALSE
TENT2,TENT2,Q6PIY7,TRUE,2,2,2,0.003,3.7981418611409,FALSE,31,5,TRUE,TRUE,FALSE
TRIM65,TRIM65,Q6PJ69,TRUE,9,9,9,0,8.771798107087307,FALSE,31,5,TRUE,TRUE,FALSE
RHBDF2,RHBDF2,Q6PJF5,TRUE,13,13,13,0,5.371741652218517,FALSE,31,5,TRUE,TRUE,FALSE
ELMSAN1,ELMSAN1,Q6PJG2,TRUE,35,35,35,0,4.339224874572393,FALSE,31,5,TRUE,TRUE,FALSE
BRAT1,BRAT1,Q6PJG6,TRUE,8,8,8,0,4.660717458648571,FALSE,31,5,TRUE,TRUE,FALSE
WDR59,WDR59,Q6PJI9,TRUE,6,6,6,0,10.18266300622955,FALSE,31,5,TRUE,TRUE,FALSE
ZC3H14,ZC3H14,Q6PJT7,TRUE,38,38,38,0,4.595264502553801,FALSE,31,5,TRUE,TRUE,FALSE
CNST,CNST,Q6PJW8,TRUE,7,7,7,0,10.42448065375335,FALSE,31,5,TRUE,TRUE,FALSE
CCDC137,CCDC137,Q6PK04,TRUE,16,16,16,0,4.998554936534251,FALSE,31,5,TRUE,TRUE,FALSE
OGFOD3,OGFOD3,Q6PK18,TRUE,5,5,5,0,7.392289974845266,FALSE,31,5,TRUE,TRUE,FALSE
TXNDC11,TXNDC11,Q6PKC3,TRUE,5,5,5,0,20.26855569555251,FALSE,31,5,TRUE,TRUE,FALSE
LARP1,LARP1,Q6PKG0,TRUE,61,54,54,0,6.283452589738447,TRUE,31,5,TRUE,TRUE,FALSE
ATAD2,ATAD2,Q6PL18,TRUE,45,42,42,0,1.016239762389382,FALSE,31,5,TRUE,TRUE,FALSE
TMED8,TMED8,Q6PL24,TRUE,7,7,7,0,10.83554109142311,FALSE,31,5,TRUE,TRUE,FALSE
SLC30A9,SLC30A9,Q6PML9,TRUE,12,12,12,0,10.00887084040967,FALSE,31,5,TRUE,TRUE,FALSE
CPLX2,CPLX2,Q6PUV4,TRUE,3,3,3,0.003,5.757326255810054,FALSE,31,5,TRUE,TRUE,FALSE
TRAF7,TRAF7,Q6Q0C0,TRUE,4,4,4,0,14.10574728614092,FALSE,31,5,TRUE,TRUE,FALSE
BLOC1S3,BLOC1S3,Q6QNY0,TRUE,8,8,8,0,5.457473617627075,FALSE,31,5,TRUE,TRUE,FALSE
BLOC1S2,BLOC1S2,Q6QNY1,TRUE,6,6,6,0,7.568885723944096,FALSE,31,5,TRUE,TRUE,FALSE
RICTOR,RICTOR,Q6R327,TRUE,13,12,12,0,3.994828582617025,FALSE,31,5,TRUE,TRUE,FALSE
WDR74,WDR74,Q6RFH5,TRUE,19,19,19,0,3.682303660662681,FALSE,31,5,TRUE,TRUE,FALSE
BRWD3,BRWD3,Q6RI45,TRUE,3,1,1,0,NA,FALSE,6,1,FALSE,FALSE,FALSE
AGTRAP,AGTRAP,Q6RW13,TRUE,2,2,2,0,8.300127402695374,FALSE,31,5,TRUE,TRUE,FALSE
FAM111B,FAM111B,Q6SJ93,TRUE,6,6,6,0,8.083820993876863,FALSE,31,5,TRUE,TRUE,FALSE
SAMD1,SAMD1,Q6SPF0,TRUE,11,11,11,0,3.359520414634242,FALSE,31,5,TRUE,TRUE,FALSE
SMARCD3,SMARCD3,Q6STE5,TRUE,12,5,5,0,7.677438217442399,TRUE,31,5,TRUE,TRUE,FALSE
SARM1,SARM1,Q6SZW1,TRUE,6,6,6,0,14.75526842367705,FALSE,26,4,TRUE,FALSE,FALSE
NHS,NHS,Q6T4R5,TRUE,5,5,5,0,13.02890821497186,FALSE,31,5,TRUE,TRUE,FALSE
SLC4A10,SLC4A10,Q6U841,TRUE,4,1,1,0,NA,FALSE,6,1,FALSE,FALSE,FALSE
METAP1D,METAP1D,Q6UB28,TRUE,2,2,2,0.002,24.25220010624398,FALSE,25,4,TRUE,FALSE,FALSE
MTHFD1L,MTHFD1L,Q6UB35,TRUE,66,63,63,0,2.442304618979137,FALSE,31,5,TRUE,TRUE,FALSE
ANKRD11,ANKRD11,Q6UB99,TRUE,9,9,9,0,12.66282972077176,FALSE,31,5,TRUE,TRUE,FALSE
AFTPH,AFTPH,Q6ULP2,TRUE,20,20,20,0,1.411528109312116,FALSE,31,5,TRUE,TRUE,FALSE
FIP1L1,FIP1L1,Q6UN15,TRUE,22,22,22,0,3.174722827804995,FALSE,31,5,TRUE,TRUE,FALSE
CRTC3,CRTC3,Q6UUV7,TRUE,2,2,2,0.001,8.03337051880034,FALSE,31,5,TRUE,TRUE,FALSE
CRTC1,CRTC1,Q6UUV9,TRUE,3,3,3,0.001,14.28961312265793,FALSE,19,3,TRUE,FALSE,FALSE
SASS6,SASS6,Q6UVJ0,TRUE,3,3,3,0.001,11.03975573669332,FALSE,26,4,TRUE,FALSE,FALSE
CSPG4,CSPG4,Q6UVK1,TRUE,21,21,21,0,2.309411968632756,FALSE,13,2,FALSE,FALSE,FALSE
MOXD1,MOXD1,Q6UVY6,TRUE,7,7,7,0,12.31192546973243,FALSE,20,3,TRUE,FALSE,FALSE
CYP20A1,CYP20A1,Q6UW02,TRUE,11,11,11,0,11.7016517966728,FALSE,31,5,TRUE,TRUE,FALSE
