cell_line,subtype,chromosome,start,end,probes,weight,log2_raw,log2c,log2c_auto
OV3331,HGS,chr19,40441452,40532817,8,5.32625,1.73189,1.7863603040575244,1.7915811210588584
OV3331,HGS,chr19,40534029,40623787,16,7.08071,0.90281,0.9572803040575244,0.9625011210588584
OV3331,HGS,chr19,40667190,42729187,317,178.699,-1.15773,-1.1032596959424754,-1.0980388789411415
OV3331,HGS,chr19,42729187,43268206,87,66.9816,-1.82599,-1.7715196959424755,-1.7662988789411416
OV3331,HGS,chr19,43353678,48663847,788,492.323,-0.124713,-0.0702426959424755,-0.0650218789411416
OV3331,HGS,chr19,48680001,48741509,19,11.9479,1.21304,1.2675103040575244,1.2727311210588583
OV3331,HGS,chr19,48742166,50047069,279,158.39,0.00739933,0.0618696340575244,0.0670904510588583
OV3331,HGS,chr19,50058695,53669279,747,521.119,-1.31878,-1.2643096959424756,-1.259088878941142
OV3331,HGS,chr19,53671911,54431293,166,100.041,0.308965,0.3634353040575244,0.3686561210588583
OV3331,HGS,chr19,54436038,55517957,218,129.358,-1.15162,-1.0971496959424756,-1.091928878941142
OV3331,HGS,chr19,55577491,57547752,441,325.736,0.789668,0.8441383040575245,0.8493591210588584
OV3331,HGS,chr19,57547752,58599511,293,201.5,0.343393,0.3978633040575244,0.4030841210588583
OV90,HGS,chr19,60655,8553243,781,469.684,-0.745708,-0.7381517443643737,-0.7301971689982844
OV90,HGS,chr19,8553331,8963983,182,126.811,-1.5923,-1.5847437443643737,-1.5767891689982845
OV90,HGS,chr19,8963983,9758779,185,146.453,-1.28714,-1.2795837443643736,-1.2716291689982842
OV90,HGS,chr19,9759838,11686570,334,198.531,-0.810822,-0.8032657443643737,-0.7953111689982844
OV90,HGS,chr19,11721679,12465506,202,160.093,-1.36504,-1.3574837443643737,-1.3495291689982842
OV90,HGS,chr19,12465506,19680310,1025,600.506,-0.850017,-0.8424607443643737,-0.8345061689982843
OV90,HGS,chr19,19711318,24162489,402,323.239,-1.55877,-1.5512137443643736,-1.5432591689982842
OV90,HGS,chr19,28724163,35768594,530,362.09,0.678744,0.6863002556356264,0.6942548310017157
OV90,HGS,chr19,35777803,37740242,388,291.798,0.300731,0.3082872556356263,0.3162418310017157
OV90,HGS,chr19,37769988,42512534,783,465.896,0.588629,0.5961852556356263,0.6041398310017156
OV90,HGS,chr19,42518879,43268206,101,78.9571,-0.082253,-0.0746967443643737,-0.0667421689982842
OV90,HGS,chr19,43353678,44892942,340,241.568,0.38572,0.3932762556356263,0.4012308310017157
OV90,HGS,chr19,44893738,50058959,747,442.081,0.748195,0.7557512556356264,0.7637058310017157
OV90,HGS,chr19,50058959,52065651,348,227.389,0.426358,0.4339142556356263,0.4418688310017157
OV90,HGS,chr19,52065651,53762455,442,335.708,0.14676,0.1543162556356263,0.1622708310017157
OV90,HGS,chr19,53787830,58599511,1074,746.628,0.476881,0.4844372556356263,0.4923918310017157
TOV112D,EC,chr19,60655,8868618,815,490.689,0.0683236,0.0961802652797704,0.0982489514531314
TOV112D,EC,chr19,8871444,9094196,201,146.902,-0.987645,-0.9597883347202296,-0.9577196485468686
TOV112D,EC,chr19,9102236,19680310,1693,1061.78,-0.051777,-0.0239203347202295,-0.0218516485468686
TOV112D,EC,chr19,19711318,24162489,402,322.857,-0.470533,-0.4426763347202295,-0.4406076485468685
TOV112D,EC,chr19,28724163,35768594,530,361.556,0.00757241,0.0354290752797704,0.0374977614531313
TOV112D,EC,chr19,35777803,37887585,417,314.426,-0.349333,-0.3214763347202295,-0.3194076485468686
TOV112D,EC,chr19,37887585,42593960,764,449.38,-0.106554,-0.0786973347202295,-0.0766286485468686
TOV112D,EC,chr19,42594734,43262178,89,69.9841,-0.880077,-0.8522203347202295,-0.8501516485468686
TOV112D,EC,chr19,43267724,44888394,340,241.326,-0.326207,-0.2983503347202295,-0.2962816485468686
TOV112D,EC,chr19,44892334,50825617,838,488.298,0.0236558,0.0515124652797704,0.0535811514531313
TOV112D,EC,chr19,50825719,52416490,356,258.225,-0.245669,-0.2178123347202295,-0.2157436485468686
TOV112D,EC,chr19,52416490,52951086,124,94.386,-0.652432,-0.6245753347202295,-0.6225066485468687
TOV112D,EC,chr19,52951086,58599511,1295,909.876,-0.212925,-0.1850683347202295,-0.1829996485468686
TOV1369,HGS,chr19,60655,2515204,126,72.0423,0.184545,0.0865141006286981,0.0885476103448275
TOV1369,HGS,chr19,2524240,8868618,689,401.416,-0.393639,-0.4916698993713018,-0.4896363896551725
TOV1369,HGS,chr19,8871444,9094196,201,143.018,-1.26284,-1.360870899371302,-1.3588373896551724
TOV1369,HGS,chr19,9102236,11442570,433,269.204,-0.429851,-0.5278818993713018,-0.5258483896551724
TOV1369,HGS,chr19,11453758,19891958,1283,776.472,0.160458,0.0624271006286981,0.0644606103448275
TOV1369,HGS,chr19,19891958,24162489,379,295.843,-0.3567,-0.4547308993713018,-0.4526973896551725
TOV1369,HGS,chr19,28724163,35768594,530,350.441,0.185726,0.0876951006286981,0.0897286103448275
TOV1369,HGS,chr19,35777803,38327030,464,333.682,-0.159233,-0.2572638993713018,-0.2552303896551725
TOV1369,HGS,chr19,38337552,42583351,713,402.778,-0.520679,-0.6187098993713018,-0.6166763896551725
TOV1369,HGS,chr19,42588728,43267965,94,72.1359,-1.23336,-1.331390899371302,-1.3293573896551725
TOV1369,HGS,chr19,43267965,43608177,47,25.1743,-0.696808,-0.7948388993713018,-0.7928053896551724
TOV1369,HGS,chr19,43610887,43627836,14,8.10594,0.517467,0.4194361006286982,0.4214696103448275
TOV1369,HGS,chr19,43646446,44892942,280,201.864,-0.735659,-0.8336898993713018,-0.8316563896551724
TOV1369,HGS,chr19,44893738,49433776,627,358.515,-0.378799,-0.4768298993713018,-0.4747963896551724
TOV1369,HGS,chr19,49434567,58599511,1984,1337.84,-0.15599,-0.2540208993713018,-0.2519873896551724
TOV21G,CC,chr19,60655,8868618,815,494.61,0.105743,0.0918301211660032,0.0951132780901487
TOV21G,CC,chr19,8871444,9094196,201,147.786,-0.919021,-0.9329338788339968,-0.9296507219098512
TOV21G,CC,chr19,9102236,19680310,1693,1069.79,-0.00444954,-0.0183624188339967,-0.0150792619098512
TOV21G,CC,chr19,19711318,24162489,402,324.665,-0.385741,-0.3996538788339967,-0.3963707219098512
TOV21G,CC,chr19,28724163,35768594,530,364.085,0.0609635,0.0470506211660032,0.0503337780901487
TOV21G,CC,chr19,35777803,37739980,387,292.24,-0.279378,-0.2932908788339967,-0.2900077219098512
TOV21G,CC,chr19,37739980,42729187,798,480.253,-0.0470869,-0.0609997788339967,-0.0577166219098512
TOV21G,CC,chr19,42729187,43262178,85,67.2196,-0.820307,-0.8342198788339967,-0.8309367219098512
TOV21G,CC,chr19,43267724,44892942,342,244.41,-0.266585,-0.2804978788339967,-0.2772147219098512
TOV21G,CC,chr19,44893738,50876794,845,496.305,0.0610692,0.0471563211660032,0.0504394780901487
TOV21G,CC,chr19,50876836,52416490,345,254.394,-0.176633,-0.1905458788339967,-0.1872627219098512
TOV21G,CC,chr19,52416490,52951086,124,94.9281,-0.605001,-0.6189138788339967,-0.6156307219098512
TOV21G,CC,chr19,52951086,58599511,1295,915.676,-0.162084,-0.1759968788339967,-0.1727137219098512
TOV2295-R,HGS,chr19,60655,2515204,126,73.0131,-0.0766749,-0.1701175469398476,-0.1907819050654284
TOV2295-R,HGS,chr19,2524240,8868618,689,406.627,-0.671533,-0.7649756469398477,-0.7856400050654285
TOV2295-R,HGS,chr19,8871444,9036068,197,141.47,-1.66183,-1.7552726469398476,-1.7759370050654284
TOV2295-R,HGS,chr19,9093233,11616907,452,284.33,-0.724191,-0.8176336469398476,-0.8382980050654285
TOV2295-R,HGS,chr19,11616907,12581764,237,186.365,-1.00412,-1.0975626469398476,-1.1182270050654284
TOV2295-R,HGS,chr19,12582787,20039403,1053,608.221,-0.627962,-0.7214046469398476,-0.7420690050654285
TOV2295-R,HGS,chr19,20104179,24162489,357,281.015,-1.35761,-1.4510526469398477,-1.4717170050654285
TOV2295-R,HGS,chr19,28724163,35768594,530,354.429,0.39677,0.3033273530601524,0.2826629949345715
TOV2295-R,HGS,chr19,35777803,37739980,387,285.488,0.0367424,-0.0567002469398476,-0.0773646050654284
TOV2295-R,HGS,chr19,37739980,42512534,784,455.621,0.272687,0.1792443530601524,0.1585799949345715
TOV2295-R,HGS,chr19,42518879,43267965,100,76.8315,-0.504641,-0.5980836469398476,-0.6187480050654285
TOV2295-R,HGS,chr19,43267965,44892486,340,236.745,0.0248312,-0.0686114469398476,-0.0892758050654284
TOV2295-R,HGS,chr19,44892820,50859632,843,479.378,0.418764,0.3253213530601524,0.3046569949345715
TOV2295-R,HGS,chr19,50859927,52416490,350,250.427,0.150953,0.0575103530601523,0.0368459949345715
TOV2295-R,HGS,chr19,52416490,53009635,132,99.9479,-0.420003,-0.5134456469398476,-0.5341100050654285
TOV2295-R,HGS,chr19,53009635,53050856,15,10.1416,1.02712,0.9336773530601524,0.9130129949345716
TOV2295-R,HGS,chr19,53068027,53796195,203,147.367,-0.157196,-0.2506386469398476,-0.2713030050654285
TOV2295-R,HGS,chr19,53803914,58599511,1069,728.934,0.173885,0.0804423530601523,0.0597779949345715
TOV2414,MC,chr19,60655,8862966,810,501.356,0.144485,0.1482107315528497,0.1451989434780468
TOV2414,MC,chr19,8863238,9094196,206,153.211,-0.568681,-0.5649552684471503,-0.5679670565219532
TOV2414,MC,chr19,9102236,9810700,137,110.576,-0.135461,-0.1317352684471502,-0.1347470565219532
TOV2414,MC,chr19,9820254,18262351,1390,877.109,0.113478,0.1172037315528497,0.1141919434780467
TOV2414,MC,chr19,18265407,24162489,568,431.625,-0.0900102,-0.0862844684471502,-0.0892962565219532
TOV2414,MC,chr19,28724163,58599511,4753,3265.38,-0.0399258,-0.0362000684471502,-0.0392118565219532
TOV2835EP,HGS,chr19,60655,8868618,815,481.308,-0.257064,-0.3906522902192659,-0.3972361641391615
TOV2835EP,HGS,chr19,8871444,9036068,197,141.839,-1.23671,-1.370298290219266,-1.3768821641391615
TOV2835EP,HGS,chr19,9093233,14126299,918,606.714,-0.426239,-0.5598272902192659,-0.5664111641391615
TOV2835EP,HGS,chr19,14147834,19835436,797,454.346,0.621918,0.488329709780734,0.4817458358608385
TOV2835EP,HGS,chr19,19865905,21057756,103,77.6676,-0.184871,-0.318459290219266,-0.3250431641391614
TOV2835EP,HGS,chr19,21057756,22976573,191,152.761,-0.648152,-0.7817402902192659,-0.7883241641391614
TOV2835EP,HGS,chr19,22976573,24162489,90,72.6254,-0.272012,-0.4056002902192659,-0.4121841641391615
TOV2835EP,HGS,chr19,28724163,31279770,53,38.3097,0.589662,0.456073709780734,0.4494898358608385
TOV2835EP,HGS,chr19,32347181,34413857,243,169.721,1.41886,1.285271709780734,1.2786878358608385
TOV2835EP,HGS,chr19,34421440,35487506,148,98.9857,-0.500344,-0.633932290219266,-0.6405161641391615
TOV2835EP,HGS,chr19,35487643,35768594,86,48.4884,0.454133,0.320544709780734,0.3139608358608385
TOV2835EP,HGS,chr19,35777803,37739980,387,286.241,-0.202685,-0.336273290219266,-0.3428571641391614
TOV2835EP,HGS,chr19,37739980,42243077,742,431.575,0.129974,-0.0036142902192659,-0.0101981641391614
TOV2835EP,HGS,chr19,42243077,43262178,141,101.806,-0.449812,-0.583400290219266,-0.5899841641391614
TOV2835EP,HGS,chr19,43267724,44892942,342,239.106,-0.0664655,-0.2000537902192659,-0.2066376641391614
TOV2835EP,HGS,chr19,44893738,50859632,842,480.26,0.251438,0.117849709780734,0.1112658358608385
TOV2835EP,HGS,chr19,50859927,52416490,347,251.111,-0.0166346,-0.1502228902192659,-0.1568067641391614
TOV2835EP,HGS,chr19,52416490,52951086,124,93.0892,-0.457358,-0.5909462902192659,-0.5975301641391615
TOV2835EP,HGS,chr19,52951086,58599511,1295,896.0,-0.00779391,-0.1413822002192659,-0.1479660741391614
TOV2881EP,HGS,chr19,60655,2524362,127,73.9536,-0.555044,-0.5429574364471526,-0.5135639555555555
TOV2881EP,HGS,chr19,2524367,6988871,452,263.672,-1.10616,-1.0940734364471527,-1.0646799555555555
TOV2881EP,HGS,chr19,7019444,7056972,13,8.71396,0.325325,0.3374115635528474,0.3668050444444445
TOV2881EP,HGS,chr19,7058520,9094196,424,278.9,-1.30154,-1.2894534364471526,-1.2600599555555554
TOV2881EP,HGS,chr19,9102236,14841892,1025,671.708,-0.622174,-0.6100874364471526,-0.5806939555555555
TOV2881EP,HGS,chr19,14863769,19624592,645,354.709,1.29067,1.3027565635528473,1.3321500444444443
