file,column,rows,missing_values,description
processed/wes_cnv_segments.csv,probes,5428,0,Number of CNVkit bins supporting a segment.
processed/wes_cnv_segments.csv,weight,5428,0,Archived CNVkit segment weight.
processed/wes_cnv_segments.csv,log2_raw,5428,0,Archived CNVkit segment log2 ratio before project recentring.
processed/wes_cnv_segments.csv,log2c,5428,0,Legacy all-chromosome probe-weighted median-centred log2 ratio.
processed/wes_cnv_segments.csv,log2c_auto,5428,0,Preferred autosomal probe-weighted median-centred log2 ratio.
processed/wes_cnv_fga.csv,cell_line,23,0,"Stable model identifier joining matrices, metadata, and annotations."
processed/wes_cnv_fga.csv,subtype,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,n_segments,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,total_assessed_mb,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,fga_0.2,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,fga_0.3,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,frac_gain,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,frac_loss,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,n_segments_auto,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,total_assessed_autosome_mb,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,fga_auto_0.2,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,fga_auto_0.3,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,frac_gain_auto,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,frac_loss_auto,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,chrX_median_log2c,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,chrX_frac_altered,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,patient_id,23,0,"Patient-of-origin grouping, not an independently verified participant identifier."
processed/wes_cnv_fga.csv,n_lines_in_family,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,patient_representative,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_fga.csv,high_fga_flag,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_arm_freq_patient.csv,arm,39,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_arm_freq_patient.csv,n_lines,39,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_arm_freq_patient.csv,n_lines_gain,39,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_arm_freq_patient.csv,n_lines_loss,39,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_arm_freq_patient.csv,n_patients,39,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_arm_freq_patient.csv,n_patients_gain,39,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_arm_freq_patient.csv,n_patients_loss,39,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_arm_freq_patient.csv,pct_lines_gain,39,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_arm_freq_patient.csv,pct_lines_loss,39,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_arm_freq_patient.csv,pct_patients_gain,39,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_arm_freq_patient.csv,pct_patients_loss,39,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_arm_freq_patient.csv,log2_threshold,39,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_arm_freq_patient.csv,arm_majority_frac,39,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_arm_freq_patient.csv,centring,39,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_arm_freq_patient.csv,pct_per_patient,39,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
processed/wes_cnv_arm_freq_patient.csv,arm_reference,39,0,Reference used to define chromosome-arm boundaries.
processed/wes_cnv_arm_freq_patient.csv,fraction_denominator,39,0,Full annotated non-centromeric arm length used as the arm-majority denominator.
processed/wes_cnv_arm_freq_patient.csv,patient_rule,39,0,Exact rule for aggregation of related models at patient level.
reference/tx2gene_matched.csv,ensembl_transcript_id,185299,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/tx2gene_matched.csv,ensembl_gene_id,185299,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/tx2gene_matched.csv,external_gene_name,185299,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/tx2gene_matched.csv,gene_biotype,185299,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/tx2gene_matched.csv,transcript_id_versioned,185299,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/tx2gene_matched.csv,gene_id_versioned,185299,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/tx2gene_matched.csv,seq_region,185299,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/tx2gene_matched.csv,primary_assembly,185299,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/tx2gene_matched.csv,transcript_length,185299,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_gene_annotation.csv,ensembl_gene_id,39733,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_gene_annotation.csv,external_gene_name,39733,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_gene_annotation.csv,gene_biotype,39733,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_gene_annotation.csv,seq_region,39733,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_gene_annotation.csv,primary_assembly,39733,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,cell_line,31,0,"Stable model identifier joining matrices, metadata, and annotations."
reference/rna_reference_reconciliation.csv,n_index_targets,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,n_unmapped,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,frac_targets_unmapped,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,frac_tpm_unmapped,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,frac_counts_unmapped,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,versioned_ids_match,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,lengths_match,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,n_alternative_locus_targets,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,frac_tpm_alternative_loci,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,frac_counts_alternative_loci,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,transcript_estimated_count_total,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,transcript_tpm_total,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,index_provenance,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,tx2gene_release,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,gene_estimated_count_total,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,gene_tpm_total,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,count_fraction_retained,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/rna_reference_reconciliation.csv,tpm_fraction_retained,31,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_input_manifest.csv,cell_line,23,0,"Stable model identifier joining matrices, metadata, and annotations."
reference/wes_input_manifest.csv,source_maf,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_input_manifest.csv,source_kind,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_input_manifest.csv,source_vcf,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_input_manifest.csv,maf_sha256,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_input_manifest.csv,vcf_sha256,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_filter_cascade.csv,cell_line,23,0,"Stable model identifier joining matrices, metadata, and annotations."
reference/wes_filter_cascade.csv,subtype,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_filter_cascade.csv,raw,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_filter_cascade.csv,pass,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_filter_cascade.csv,rare,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_filter_cascade.csv,coding,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cnv_arm_boundaries.csv,chromosome,44,0,GRCh38 chromosome for a copy-number segment.
reference/wes_cnv_arm_boundaries.csv,arm,44,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cnv_arm_boundaries.csv,arm_start,44,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cnv_arm_boundaries.csv,arm_end,44,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cnv_arm_boundaries.csv,arm_bp,44,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cnv_arm_boundaries.csv,assessable,44,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_vcf_header_provenance.csv,cell_line,23,0,"Stable model identifier joining matrices, metadata, and annotations."
reference/wes_vcf_header_provenance.csv,source_vcf,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_vcf_header_provenance.csv,mutect2_version,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_vcf_header_provenance.csv,filtermutectcalls_version,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_vcf_header_provenance.csv,vep_version,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_vcf_header_provenance.csv,vep_assembly,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_vcf_header_provenance.csv,gnomad_exomes,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_vcf_header_provenance.csv,gnomad_genomes,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_vcf_header_provenance.csv,clinvar_release,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_vcf_header_provenance.csv,dbsnp_release,23,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_target_trinucleotide_opportunities.csv,trinucleotide,32,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_target_trinucleotide_opportunities.csv,genome_opportunities,32,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_target_trinucleotide_opportunities.csv,target_opportunities,32,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_target_trinucleotide_opportunities.csv,genome_fraction,32,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_target_trinucleotide_opportunities.csv,target_fraction,32,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_target_trinucleotide_opportunities.csv,target_bed_sha256,32,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_target_trinucleotide_opportunities.csv,target_union_bp,32,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,context,96,0,Source or interpretation context for a prioritised candidate.
reference/wes_cosmic_target_normalized.csv,SBS1,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS2,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS3,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
reference/wes_cosmic_target_normalized.csv,SBS4,96,0,See file-level definition and the generating script in file_catalog.csv; source field retained without reinterpretation.
