cell_line,patient_id,histotype_code,rna_tpm,rna_log2_tpm_plus1,protein_log2_normalised,cohort,gene,ranking_direction,rna_preference_percentile,protein_preference_percentile,joint_mean_score,joint_weaker_assay_score,joint_rna25_score,joint_rna75_score,joint_mean_rank,joint_weaker_assay_rank,joint_rna25_rank,joint_rna75_rank,rank_best_across_methods,rank_worst_across_methods,absolute_assay_percentile_gap,both_assays_same_direction,n_ranked,protein_isodoping
TOV21G,TOV21G,CC,30.491760000000003,4.97690248342824,11.34668224397892,patient_means_of_matched_models,VTCN1,higher,0.7692307692307693,0.5769230769230769,0.6730769230769231,0.5769230769230769,0.625,0.7211538461538463,10.0,10.0,10.0,8.0,8.0,10.0,0.1923076923076924,True,27.0,True
TOV2414,TOV2414,MC,0.13741800880237,0.18576255185415358,10.74090216557992,patient_means_of_matched_models,VTCN1,higher,0.2692307692307692,0.07692307692307693,0.17307692307692307,0.07692307692307693,0.125,0.22115384615384615,20.0,22.0,25.0,20.0,20.0,25.0,0.1923076923076923,False,27.0,True
TOV3041G,TOV3041G,HGS,3.0596626,2.021359829495709,11.40768975539099,patient_means_of_matched_models,VTCN1,higher,0.46153846153846156,0.6538461538461539,0.5576923076923077,0.46153846153846156,0.6057692307692308,0.5096153846153846,12.0,12.0,11.0,14.0,11.0,14.0,0.1923076923076923,False,27.0,True
TOV3392D,TOV3392D,CC,11.3600509,3.6276127793130137,11.68035323549172,patient_means_of_matched_models,VTCN1,higher,0.6153846153846154,0.7692307692307693,0.6923076923076923,0.6153846153846154,0.7307692307692308,0.6538461538461539,8.0,9.0,7.0,11.0,7.0,11.0,0.15384615384615385,True,27.0,True
VOA10816,VOA10816,CC,21.803562999999997,4.511187354401435,11.48922546659265,patient_means_of_matched_models,VTCN1,higher,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6923076923076923,8.0,7.0,9.0,10.0,7.0,10.0,0.0,True,27.0,True
VOA12539,VOA12539,CC,34.54783400000001,5.151689751141079,11.7225609448576,patient_means_of_matched_models,VTCN1,higher,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.8076923076923077,0.8076923076923077,5.0,5.0,5.0,5.0,5.0,5.0,0.0,True,27.0,True
VOA295,VOA295,CC,5.418680999999999,2.6822768627269773,11.06317124622057,patient_means_of_matched_models,VTCN1,higher,0.5384615384615384,0.3076923076923077,0.4230769230769231,0.3076923076923077,0.3653846153846154,0.4807692307692308,16.0,17.0,17.0,15.0,15.0,17.0,0.23076923076923073,False,27.0,True
VOA4395,VOA4395,EC,0.0154067,0.022057684605900744,11.25549669076475,patient_means_of_matched_models,VTCN1,higher,0.11538461538461539,0.4230769230769231,0.2692307692307692,0.11538461538461539,0.34615384615384615,0.1923076923076923,19.0,20.0,19.0,22.0,19.0,22.0,0.3076923076923077,False,27.0,True
VOA4841,VOA4841,CC,6.272485114178,2.862448438321311,11.23870205695858,patient_means_of_matched_models,VTCN1,higher,0.5769230769230769,0.38461538461538464,0.4807692307692307,0.38461538461538464,0.4326923076923077,0.5288461538461539,14.0,15.0,15.0,12.0,12.0,15.0,0.19230769230769224,False,27.0,True
VOA5217,VOA5217,MMMT,1.61486,1.3867337064291667,11.18248238661012,patient_means_of_matched_models,VTCN1,higher,0.38461538461538464,0.34615384615384615,0.3653846153846154,0.34615384615384615,0.3557692307692307,0.375,17.0,16.0,18.0,17.0,16.0,18.0,0.03846153846153849,False,27.0,True
VOA5436,VOA5436,MMMT,0.0495587003020399,0.06978285673621965,10.74634783430847,patient_means_of_matched_models,VTCN1,higher,0.23076923076923078,0.11538461538461539,0.17307692307692307,0.11538461538461539,0.14423076923076922,0.20192307692307693,20.0,20.0,24.0,21.0,20.0,24.0,0.11538461538461539,False,27.0,True
VOA8762,VOA8762,MC,51.798036,5.722412359589281,11.25877954016534,patient_means_of_matched_models,VTCN1,higher,0.8461538461538461,0.46153846153846156,0.6538461538461539,0.46153846153846156,0.5576923076923077,0.75,11.0,12.0,13.0,6.0,6.0,13.0,0.3846153846153846,False,27.0,True
VOA8771,VOA8771,MC,28.877374000000003,4.900981446372485,11.49404625895323,patient_means_of_matched_models,VTCN1,higher,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307,0.7307692307692307,7.0,6.0,8.0,7.0,6.0,8.0,0.0,True,27.0,True
OV1369-R2,1369,HGS,0.1306923006931239,0.1772063770192538,11.06721011285829,HGS_selected_representatives,VTCN1,higher,0.18181818181818182,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.3181818181818182,0.22727272727272727,8.0,8.0,8.0,9.0,8.0,9.0,0.18181818181818182,False,12.0,True
OV1946,OV1946,HGS,0.0154181,0.02207388169337604,10.98127098179555,HGS_selected_representatives,VTCN1,higher,0.09090909090909091,0.18181818181818182,0.13636363636363635,0.09090909090909091,0.1590909090909091,0.11363636363636363,11.0,9.0,10.0,11.0,9.0,11.0,0.09090909090909091,False,12.0,True
OV2085,OV2085,HGS,0.610727,0.6877119942795387,10.71853100263169,HGS_selected_representatives,VTCN1,higher,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.13636363636363635,0.22727272727272727,9.0,9.0,11.0,9.0,9.0,11.0,0.1818181818181818,False,12.0,True
OV2295,2295,HGS,67.538477,6.09884222883725,12.16004594054413,HGS_selected_representatives,VTCN1,higher,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,3.0,3.0,3.0,3.0,3.0,3.0,0.0,True,12.0,True
OV3133-R,3133,HGS,99.187487962,6.646558536807934,12.69559073404541,HGS_selected_representatives,VTCN1,higher,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,2.0,2.0,2.0,2.0,2.0,2.0,0.0,True,12.0,True
OV4453,OV4453,HGS,54.997301,5.8072853876334465,11.99681808522011,HGS_selected_representatives,VTCN1,higher,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,4.0,4.0,4.0,4.0,4.0,4.0,0.0,True,12.0,True
OV4485,OV4485,HGS,2.085621,1.6255608697508066,11.262004327702693,HGS_selected_representatives,VTCN1,higher,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.45454545454545453,7.0,7.0,7.0,7.0,7.0,7.0,0.0,False,12.0,True
OV866-2,OV866-2,HGS,0.0144121,0.020643859290551535,11.03801149314536,HGS_selected_representatives,VTCN1,higher,0.0,0.2727272727272727,0.13636363636363635,0.0,0.20454545454545453,0.06818181818181818,11.0,11.0,9.0,12.0,9.0,12.0,0.2727272727272727,False,12.0,True
TOV3041G,TOV3041G,HGS,3.0596626,2.021359829495709,11.40768975539099,HGS_selected_representatives,VTCN1,higher,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,6.0,6.0,6.0,6.0,6.0,6.0,0.0,True,12.0,True
TOV3291G,3291,HGS,15.941653,4.0825027404286285,11.90869497539916,HGS_selected_representatives,VTCN1,higher,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,5.0,5.0,5.0,5.0,5.0,5.0,0.0,True,12.0,True
OV3331,OV3331,HGS,99.8904800312026,6.656646238750821,12.7258953045242,HGS_selected_representatives,VTCN1,higher,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,12.0,True
OV90,OV90,HGS,0.973115,0.9804750437932023,10.47113736434456,HGS_selected_representatives,VTCN1,higher,0.36363636363636365,0.0,0.18181818181818182,0.0,0.09090909090909091,0.2727272727272727,9.0,11.0,12.0,8.0,8.0,12.0,0.36363636363636365,False,12.0,True
TOV21G,TOV21G,CC,30.491760000000003,4.97690248342824,11.34668224397892,CC_selected_representatives,VTCN1,higher,0.8,0.4,0.6000000000000001,0.4,0.5,0.7000000000000001,2.0,3.0,4.0,2.0,2.0,4.0,0.4,False,6.0,True
TOV3392D,TOV3392D,CC,11.3600509,3.6276127793130137,11.68035323549172,CC_selected_representatives,VTCN1,higher,0.4,0.8,0.6000000000000001,0.4,0.7000000000000001,0.5,2.0,3.0,2.0,4.0,2.0,4.0,0.4,False,6.0,True
VOA10816,VOA10816,CC,21.803562999999997,4.511187354401435,11.48922546659265,CC_selected_representatives,VTCN1,higher,0.6,0.6,0.6,0.6,0.6,0.6,4.0,2.0,3.0,3.0,2.0,4.0,0.0,True,6.0,True
VOA12539,VOA12539,CC,34.54783400000001,5.151689751141079,11.7225609448576,CC_selected_representatives,VTCN1,higher,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,6.0,True
VOA295,VOA295,CC,5.418680999999999,2.6822768627269773,11.06317124622057,CC_selected_representatives,VTCN1,higher,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,False,6.0,True
VOA4841,VOA4841,CC,6.272485114178,2.862448438321311,11.23870205695858,CC_selected_representatives,VTCN1,higher,0.2,0.2,0.2,0.2,0.2,0.2,5.0,5.0,5.0,5.0,5.0,5.0,0.0,False,6.0,True
OV1369-R2,1369,HGS,0.243754,0.3147011654720726,12.19367488806139,matched_models,ESR1,higher,0.5517241379310345,0.1724137931034483,0.3620689655172414,0.1724137931034483,0.26724137931034486,0.4568965517241379,24.0,19.0,25.0,15.0,15.0,25.0,0.3793103448275862,False,30.0,True
OV1946,OV1946,HGS,0.03240664,0.04601132537468891,12.68327623008895,matched_models,ESR1,higher,0.2413793103448276,0.8275862068965517,0.5344827586206896,0.2413793103448276,0.6810344827586207,0.3879310344827586,13.0,17.0,8.0,18.0,8.0,18.0,0.5862068965517241,False,30.0,True
OV2085,OV2085,HGS,4.0358766,2.3322429314387305,12.35991396559004,matched_models,ESR1,higher,0.8275862068965517,0.27586206896551724,0.5517241379310345,0.27586206896551724,0.41379310344827586,0.6896551724137931,11.0,15.0,20.0,7.0,7.0,20.0,0.5517241379310345,False,30.0,True
OV2295,2295,HGS,18.6955463,4.299797528765963,12.66163440556081,matched_models,ESR1,higher,1.0,0.7931034482758621,0.896551724137931,0.7931034482758621,0.8448275862068966,0.9482758620689655,1.0,2.0,2.0,1.0,1.0,2.0,0.2068965517241379,True,30.0,True
OV2295-R2,2295,HGS,4.4145111,2.436831076439629,12.75567894959922,matched_models,ESR1,higher,0.8620689655172413,0.896551724137931,0.8793103448275862,0.8620689655172413,0.8879310344827587,0.8706896551724138,2.0,1.0,1.0,2.0,1.0,2.0,0.034482758620689724,True,30.0,True
OV3133-R,3133,HGS,4.6443148,2.4967984535152103,12.04472293936916,matched_models,ESR1,higher,0.896551724137931,0.06896551724137931,0.4827586206896552,0.06896551724137931,0.27586206896551724,0.6896551724137931,18.0,25.0,24.0,7.0,7.0,25.0,0.8275862068965517,False,30.0,True
OV4453,OV4453,HGS,0.8140433,0.8592088924429082,12.70562755595061,matched_models,ESR1,higher,0.6551724137931034,0.8620689655172413,0.7586206896551724,0.6551724137931034,0.8103448275862069,0.7068965517241379,3.0,4.0,3.0,6.0,3.0,6.0,0.2068965517241379,True,30.0,True
OV4485,OV4485,HGS,12.074382000000002,3.7086708496496996,12.37919038414435,matched_models,ESR1,higher,0.9655172413793104,0.3448275862068966,0.6551724137931034,0.3448275862068966,0.5,0.8103448275862069,6.0,11.0,16.0,4.0,4.0,16.0,0.6206896551724138,False,30.0,True
OV866-2,OV866-2,HGS,0.0098135800665825,0.014088984128686878,12.59367075144227,matched_models,ESR1,higher,0.13793103448275862,0.6551724137931034,0.39655172413793105,0.13793103448275862,0.5258620689655172,0.2672413793103448,23.0,21.0,13.0,27.0,13.0,27.0,0.5172413793103448,False,30.0,True
TOV1369,1369,HGS,3.7730187,2.254901988672626,12.32669825452865,matched_models,ESR1,higher,0.7931034482758621,0.20689655172413793,0.5,0.20689655172413793,0.35344827586206895,0.646551724137931,16.0,18.0,23.0,9.0,9.0,23.0,0.5862068965517242,False,30.0,True
TOV3041G,TOV3041G,HGS,3.6721986,2.224101599805587,12.63230967955755,matched_models,ESR1,higher,0.7586206896551724,0.7241379310344828,0.7413793103448276,0.7241379310344828,0.7327586206896552,0.7499999999999999,4.0,3.0,6.0,5.0,3.0,6.0,0.03448275862068961,True,30.0,True
TOV3133G,3133,HGS,10.9481257,3.578712415570758,12.50668819114903,matched_models,ESR1,higher,0.9310344827586207,0.5517241379310345,0.7413793103448276,0.5517241379310345,0.646551724137931,0.8362068965517242,4.0,6.0,9.0,3.0,3.0,9.0,0.3793103448275862,True,30.0,True
TOV3291G,3291,HGS,1.25780309,1.1749196696946442,12.46813130700037,matched_models,ESR1,higher,0.6896551724137931,0.4482758620689655,0.5689655172413793,0.4482758620689655,0.5086206896551724,0.6293103448275863,9.0,7.0,15.0,11.0,7.0,15.0,0.24137931034482762,False,30.0,True
OV3331,OV3331,HGS,2.52777239554452,1.8187574842481407,12.42604307223452,matched_models,ESR1,higher,0.7241379310344828,0.41379310344827586,0.5689655172413793,0.41379310344827586,0.4913793103448276,0.646551724137931,9.0,8.0,17.0,9.0,8.0,17.0,0.3103448275862069,False,30.0,True
OV90,OV90,HGS,0.0663809,0.09272284559011144,12.62679947644132,matched_models,ESR1,higher,0.3793103448275862,0.6896551724137931,0.5344827586206897,0.3793103448275862,0.6120689655172414,0.4568965517241379,12.0,9.0,10.0,15.0,9.0,15.0,0.31034482758620696,False,30.0,True
TOV21G,TOV21G,CC,0.0328898799999999,0.0466864516410922,12.88792681889953,matched_models,ESR1,higher,0.27586206896551724,0.9655172413793104,0.6206896551724138,0.27586206896551724,0.7931034482758621,0.4482758620689655,7.0,15.0,4.0,17.0,4.0,17.0,0.6896551724137931,False,30.0,True
TOV3392D,TOV3392D,CC,0.0,0.0,12.34927792777461,matched_models,ESR1,higher,0.034482758620689655,0.2413793103448276,0.13793103448275862,0.034482758620689655,0.1896551724137931,0.08620689655172414,30.0,26.0,27.0,30.0,26.0,30.0,0.20689655172413796,False,30.0,True
VOA10816,VOA10816,CC,0.0801928,0.1112888371843288,11.92387632255777,matched_models,ESR1,higher,0.41379310344827586,0.034482758620689655,0.22413793103448276,0.034482758620689655,0.12931034482758622,0.31896551724137934,28.0,26.0,28.0,23.0,23.0,28.0,0.3793103448275862,False,30.0,True
VOA12539,VOA12539,CC,0.02139992,0.03054785116550427,12.10649087271829,matched_models,ESR1,higher,0.20689655172413793,0.10344827586206896,0.15517241379310345,0.10344827586206896,0.12931034482758622,0.1810344827586207,29.0,23.0,28.0,28.0,23.0,29.0,0.10344827586206896,False,30.0,True
VOA295,VOA295,CC,0.1336622,0.1809908210694878,12.18945440557265,matched_models,ESR1,higher,0.4482758620689655,0.13793103448275862,0.2931034482758621,0.13793103448275862,0.21551724137931033,0.3706896551724138,25.0,21.0,26.0,21.0,21.0,26.0,0.3103448275862069,False,30.0,True
VOA4841,VOA4841,CC,0.4854834999999999,0.5709325805349038,12.3934412467942,matched_models,ESR1,higher,0.6206896551724138,0.3793103448275862,0.5,0.3793103448275862,0.43965517241379304,0.560344827586207,16.0,9.0,19.0,13.0,9.0,19.0,0.24137931034482762,False,30.0,True
TOV112D,TOV112D,EC,0.0361007,0.051164227281648815,12.50739194447846,matched_models,ESR1,higher,0.3103448275862069,0.5862068965517241,0.4482758620689655,0.3103448275862069,0.5172413793103448,0.3793103448275862,20.0,13.0,14.0,20.0,13.0,20.0,0.2758620689655172,False,30.0,True
VOA4395,VOA4395,EC,0.0,0.0,12.4952180360979,matched_models,ESR1,higher,0.034482758620689655,0.5172413793103449,0.27586206896551724,0.034482758620689655,0.3965517241379311,0.15517241379310345,26.0,26.0,21.0,29.0,21.0,29.0,0.4827586206896552,False,30.0,True
TOV2414,TOV2414,MC,0.0,0.0,12.95599197403834,matched_models,ESR1,higher,0.034482758620689655,1.0,0.5172413793103449,0.034482758620689655,0.7586206896551724,0.27586206896551724,14.0,26.0,5.0,26.0,5.0,26.0,0.9655172413793104,False,30.0,True
VOA8762,VOA8762,MC,0.3839345,0.4687756635227967,12.51657779232318,matched_models,ESR1,higher,0.5862068965517241,0.6206896551724138,0.603448275862069,0.5862068965517241,0.6120689655172414,0.5948275862068965,8.0,5.0,10.0,12.0,5.0,12.0,0.034482758620689724,True,30.0,True
VOA8771,VOA8771,MC,0.2196417,0.2864573825796335,12.37374103114275,matched_models,ESR1,higher,0.5172413793103449,0.3103448275862069,0.4137931034482759,0.3103448275862069,0.36206896551724144,0.4655172413793104,21.0,13.0,22.0,14.0,13.0,22.0,0.20689655172413796,False,30.0,True
VOA5217,VOA5217,MMMT,0.00605673,0.008711658803574088,12.7689781060797,matched_models,ESR1,higher,0.10344827586206896,0.9310344827586207,0.5172413793103449,0.10344827586206896,0.7241379310344828,0.3103448275862069,14.0,23.0,7.0,25.0,7.0,25.0,0.8275862068965517,False,30.0,True
VOA5436,VOA5436,MMMT,0.0501056,0.07053441449699172,12.47201502350777,matched_models,ESR1,higher,0.3448275862068966,0.4827586206896552,0.4137931034482759,0.3448275862068966,0.4482758620689655,0.37931034482758624,21.0,11.0,18.0,19.0,11.0,21.0,0.13793103448275862,False,30.0,True
BIN67,BIN67,SCCOHT,0.0167328,0.023940585032066093,12.64133690208657,matched_models,ESR1,higher,0.1724137931034483,0.7586206896551724,0.46551724137931033,0.1724137931034483,0.6120689655172413,0.31896551724137934,19.0,19.0,12.0,23.0,12.0,23.0,0.5862068965517241,False,30.0,True
COV434,COV434,SCCOHT,0.1656910999999999,0.22118553507375627,11.73537742639042,matched_models,ESR1,higher,0.4827586206896552,0.0,0.2413793103448276,0.0,0.1206896551724138,0.3620689655172414,27.0,30.0,30.0,22.0,22.0,30.0,0.4827586206896552,False,30.0,True
OV1369-R2,1369,HGS,0.243754,0.3147011654720726,12.19367488806139,selected_patient_representatives,ESR1,higher,0.6153846153846154,0.19230769230769232,0.40384615384615385,0.19230769230769232,0.29807692307692313,0.5096153846153847,20.0,16.0,21.0,11.0,11.0,21.0,0.42307692307692313,False,27.0,True
OV1946,OV1946,HGS,0.03240664,0.04601132537468891,12.68327623008895,selected_patient_representatives,ESR1,higher,0.2692307692307692,0.8461538461538461,0.5576923076923077,0.2692307692307692,0.7019230769230769,0.41346153846153844,10.0,14.0,7.0,16.0,7.0,16.0,0.5769230769230769,False,27.0,True
OV2085,OV2085,HGS,4.0358766,2.3322429314387305,12.35991396559004,selected_patient_representatives,ESR1,higher,0.8846153846153846,0.2692307692307692,0.5769230769230769,0.2692307692307692,0.4230769230769231,0.7307692307692307,9.0,14.0,18.0,5.0,5.0,18.0,0.6153846153846154,False,27.0,True
OV2295,2295,HGS,18.6955463,4.299797528765963,12.66163440556081,selected_patient_representatives,ESR1,higher,1.0,0.8076923076923077,0.9038461538461539,0.8076923076923077,0.8557692307692308,0.9519230769230769,1.0,1.0,1.0,1.0,1.0,1.0,0.1923076923076923,True,27.0,True
OV3133-R,3133,HGS,4.6443148,2.4967984535152103,12.04472293936916,selected_patient_representatives,ESR1,higher,0.9230769230769231,0.07692307692307693,0.5,0.07692307692307693,0.2884615384615385,0.7115384615384616,15.0,22.0,22.0,6.0,6.0,22.0,0.8461538461538463,False,27.0,True
OV4453,OV4453,HGS,0.8140433,0.8592088924429082,12.70562755595061,selected_patient_representatives,ESR1,higher,0.7307692307692307,0.8846153846153846,0.8076923076923077,0.7307692307692307,0.8461538461538461,0.7692307692307692,2.0,2.0,2.0,4.0,2.0,4.0,0.15384615384615385,True,27.0,True
OV4485,OV4485,HGS,12.074382000000002,3.7086708496496996,12.37919038414435,selected_patient_representatives,ESR1,higher,0.9615384615384616,0.34615384615384615,0.6538461538461539,0.34615384615384615,0.5,0.8076923076923077,4.0,10.0,15.0,3.0,3.0,15.0,0.6153846153846154,False,27.0,True
OV866-2,OV866-2,HGS,0.0098135800665825,0.014088984128686878,12.59367075144227,selected_patient_representatives,ESR1,higher,0.15384615384615385,0.6538461538461539,0.40384615384615385,0.15384615384615385,0.5288461538461539,0.27884615384615385,20.0,18.0,12.0,23.0,12.0,23.0,0.5,False,27.0,True
TOV3041G,TOV3041G,HGS,3.6721986,2.224101599805587,12.63230967955755,selected_patient_representatives,ESR1,higher,0.8461538461538461,0.7307692307692307,0.7884615384615384,0.7307692307692307,0.7596153846153846,0.8173076923076923,3.0,2.0,4.0,2.0,2.0,4.0,0.11538461538461542,True,27.0,True
TOV3291G,3291,HGS,1.25780309,1.1749196696946442,12.46813130700037,selected_patient_representatives,ESR1,higher,0.7692307692307693,0.46153846153846156,0.6153846153846154,0.46153846153846156,0.5384615384615384,0.6923076923076924,7.0,5.0,11.0,8.0,5.0,11.0,0.3076923076923077,False,27.0,True
OV3331,OV3331,HGS,2.52777239554452,1.8187574842481407,12.42604307223452,selected_patient_representatives,ESR1,higher,0.8076923076923077,0.4230769230769231,0.6153846153846154,0.4230769230769231,0.5192307692307692,0.7115384615384616,7.0,6.0,13.0,6.0,6.0,13.0,0.38461538461538464,False,27.0,True
OV90,OV90,HGS,0.0663809,0.09272284559011144,12.62679947644132,selected_patient_representatives,ESR1,higher,0.4230769230769231,0.6923076923076923,0.5576923076923077,0.4230769230769231,0.6249999999999999,0.49038461538461536,10.0,6.0,10.0,13.0,6.0,13.0,0.2692307692307692,False,27.0,True
TOV21G,TOV21G,CC,0.0328898799999999,0.0466864516410922,12.88792681889953,selected_patient_representatives,ESR1,higher,0.3076923076923077,0.9615384615384616,0.6346153846153846,0.3076923076923077,0.7980769230769231,0.47115384615384615,5.0,12.0,3.0,14.0,3.0,14.0,0.6538461538461539,False,27.0,True
TOV3392D,TOV3392D,CC,0.0,0.0,12.34927792777461,selected_patient_representatives,ESR1,higher,0.038461538461538464,0.23076923076923078,0.13461538461538464,0.038461538461538464,0.18269230769230768,0.08653846153846154,27.0,23.0,24.0,27.0,23.0,27.0,0.19230769230769232,False,27.0,True
VOA10816,VOA10816,CC,0.0801928,0.1112888371843288,11.92387632255777,selected_patient_representatives,ESR1,higher,0.46153846153846156,0.038461538461538464,0.25,0.038461538461538464,0.14423076923076925,0.3557692307692308,25.0,23.0,25.0,20.0,20.0,25.0,0.42307692307692313,False,27.0,True
VOA12539,VOA12539,CC,0.02139992,0.03054785116550427,12.10649087271829,selected_patient_representatives,ESR1,higher,0.23076923076923078,0.11538461538461539,0.17307692307692307,0.11538461538461539,0.14423076923076922,0.20192307692307693,26.0,20.0,26.0,25.0,20.0,26.0,0.11538461538461539,False,27.0,True
VOA295,VOA295,CC,0.1336622,0.1809908210694878,12.18945440557265,selected_patient_representatives,ESR1,higher,0.5,0.15384615384615385,0.3269230769230769,0.15384615384615385,0.2403846153846154,0.41346153846153844,22.0,18.0,23.0,16.0,16.0,23.0,0.34615384615384615,False,27.0,True
VOA4841,VOA4841,CC,0.4854834999999999,0.5709325805349038,12.3934412467942,selected_patient_representatives,ESR1,higher,0.6923076923076923,0.38461538461538464,0.5384615384615384,0.38461538461538464,0.46153846153846156,0.6153846153846153,12.0,8.0,17.0,10.0,8.0,17.0,0.30769230769230765,False,27.0,True
TOV112D,TOV112D,EC,0.0361007,0.051164227281648815,12.50739194447846,selected_patient_representatives,ESR1,higher,0.34615384615384615,0.5769230769230769,0.4615384615384615,0.34615384615384615,0.5192307692307692,0.4038461538461538,17.0,10.0,13.0,19.0,10.0,19.0,0.23076923076923073,False,27.0,True
VOA4395,VOA4395,EC,0.0,0.0,12.4952180360979,selected_patient_representatives,ESR1,higher,0.038461538461538464,0.5384615384615384,0.28846153846153844,0.038461538461538464,0.4134615384615385,0.16346153846153846,23.0,23.0,19.0,26.0,19.0,26.0,0.5,False,27.0,True
TOV2414,TOV2414,MC,0.0,0.0,12.95599197403834,selected_patient_representatives,ESR1,higher,0.038461538461538464,1.0,0.5192307692307693,0.038461538461538464,0.7596153846153846,0.27884615384615385,13.0,23.0,4.0,23.0,4.0,23.0,0.9615384615384616,False,27.0,True
VOA8762,VOA8762,MC,0.3839345,0.4687756635227967,12.51657779232318,selected_patient_representatives,ESR1,higher,0.6538461538461539,0.6153846153846154,0.6346153846153846,0.6153846153846154,0.625,0.6442307692307693,5.0,4.0,9.0,9.0,4.0,9.0,0.038461538461538436,True,27.0,True
VOA8771,VOA8771,MC,0.2196417,0.2864573825796335,12.37374103114275,selected_patient_representatives,ESR1,higher,0.5769230769230769,0.3076923076923077,0.4423076923076923,0.3076923076923077,0.375,0.5096153846153846,18.0,12.0,20.0,12.0,12.0,20.0,0.26923076923076916,False,27.0,True
VOA5217,VOA5217,MMMT,0.00605673,0.008711658803574088,12.7689781060797,selected_patient_representatives,ESR1,higher,0.11538461538461539,0.9230769230769231,0.5192307692307693,0.11538461538461539,0.7211538461538461,0.3173076923076923,13.0,20.0,6.0,22.0,6.0,22.0,0.8076923076923077,False,27.0,True
VOA5436,VOA5436,MMMT,0.0501056,0.07053441449699172,12.47201502350777,selected_patient_representatives,ESR1,higher,0.38461538461538464,0.5,0.4423076923076923,0.38461538461538464,0.47115384615384615,0.4134615384615385,18.0,8.0,16.0,15.0,8.0,18.0,0.11538461538461536,False,27.0,True
BIN67,BIN67,SCCOHT,0.0167328,0.023940585032066093,12.64133690208657,selected_patient_representatives,ESR1,higher,0.19230769230769232,0.7692307692307693,0.4807692307692308,0.19230769230769232,0.6250000000000001,0.33653846153846156,16.0,16.0,8.0,21.0,8.0,21.0,0.576923076923077,False,27.0,True
COV434,COV434,SCCOHT,0.1656910999999999,0.22118553507375627,11.73537742639042,selected_patient_representatives,ESR1,higher,0.5384615384615384,0.0,0.2692307692307692,0.0,0.1346153846153846,0.40384615384615385,24.0,27.0,27.0,18.0,18.0,27.0,0.5384615384615384,False,27.0,True
OV1369-R2;TOV1369,1369,HGS,2.00838635,1.2848015770723493,12.26018657129502,patient_means_of_matched_models,ESR1,higher,0.7692307692307693,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.3076923076923077,0.6153846153846154,17.0,18.0,22.0,9.0,9.0,22.0,0.6153846153846154,False,27.0,True
OV2295;OV2295-R2,2295,HGS,11.555028700000001,3.368314302602796,12.708656677580015,patient_means_of_matched_models,ESR1,higher,0.9615384615384616,0.8846153846153846,0.9230769230769231,0.8846153846153846,0.9038461538461539,0.9423076923076923,1.0,1.0,1.0,1.0,1.0,1.0,0.07692307692307698,True,27.0,True
OV3133-R;TOV3133G,3133,HGS,7.79622025,3.0377554345429845,12.275705565259095,patient_means_of_matched_models,ESR1,higher,0.9230769230769231,0.19230769230769232,0.5576923076923077,0.19230769230769232,0.375,0.7403846153846154,10.0,16.0,20.0,4.0,4.0,20.0,0.7307692307692308,False,27.0,True
TOV3291G,3291,HGS,1.25780309,1.1749196696946442,12.46813130700037,patient_means_of_matched_models,ESR1,higher,0.7307692307692307,0.46153846153846156,0.5961538461538461,0.46153846153846156,0.5288461538461539,0.6634615384615384,8.0,5.0,11.0,8.0,5.0,11.0,0.26923076923076916,False,27.0,True
BIN67,BIN67,SCCOHT,0.0167328,0.023940585032066093,12.64133690208657,patient_means_of_matched_models,ESR1,higher,0.19230769230769232,0.7692307692307693,0.4807692307692308,0.19230769230769232,0.6250000000000001,0.33653846153846156,16.0,16.0,8.0,21.0,8.0,21.0,0.576923076923077,False,27.0,True
COV434,COV434,SCCOHT,0.1656910999999999,0.22118553507375627,11.73537742639042,patient_means_of_matched_models,ESR1,higher,0.5384615384615384,0.0,0.2692307692307692,0.0,0.1346153846153846,0.40384615384615385,24.0,27.0,26.0,16.0,16.0,27.0,0.5384615384615384,False,27.0,True
